assembly_id,logical_character_id,texture_path,texture_name,texture_class,width,height,resolution,pixels
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1833649228_Pupil01_A_Caustic.T_1833649228_Pupil01_A_Caustic,T_1833649228_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2594211129_EyeTrans01_A_D.T_2594211129_EyeTrans01_A_D,T_2594211129_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3005055296_Face01_A_DynAO.T_3005055296_Face01_A_DynAO,T_3005055296_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3150768307_Pupil01_A_D.T_3150768307_Pupil01_A_D,T_3150768307_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3387588017_Pupil01_A_MC.T_3387588017_Pupil01_A_MC,T_3387588017_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_460160247_Pupil01_A_E.T_460160247_Pupil01_A_E,T_460160247_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_710287624_Face01_A_D.T_710287624_Face01_A_D,T_710287624_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_1302248513_Hair01_A_N.T_1302248513_Hair01_A_N,T_1302248513_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1838956804_Skin01_A_D.T_1838956804_Skin01_A_D,T_1838956804_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1892494547_Skin01_A_N.T_1892494547_Skin01_A_N,T_1892494547_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_2506861684_Body01_A_LBMaskSP.T_2506861684_Body01_A_LBMaskSP,T_2506861684_Body01_A_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210002/Default,NPC/Class_A/210002,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Body01_A_D.T_210003_Body01_A_D,T_210003_Body01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Body01_A_MRA.T_210003_Body01_A_MRA,T_210003_Body01_A_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Body01_A_WetMaskSP.T_210003_Body01_A_WetMaskSP,T_210003_Body01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Body01_B_D.T_210003_Body01_B_D,T_210003_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Body01_B_WetMaskSP.T_210003_Body01_B_WetMaskSP,T_210003_Body01_B_WetMaskSP,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Face01_A_SDF.T_210003_Face01_A_SDF,T_210003_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Hair01_A_D.T_210003_Hair01_A_D,T_210003_Hair01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Hair01_A_LBMaskPS.T_210003_Hair01_A_LBMaskPS,T_210003_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Hair01_A_OSMaskPS.T_210003_Hair01_A_OSMaskPS,T_210003_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210003/Role/Textures/T_210003_Hair01_A_PromMask.T_210003_Hair01_A_PromMask,T_210003_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_LBMaskPS.T_B_YoungWoman_Skin200000_01_A_LBMaskPS,T_B_YoungWoman_Skin200000_01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_MRA.T_B_YoungWoman_Skin200000_01_A_MRA,T_B_YoungWoman_Skin200000_01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_WetMaskSP.T_B_YoungWoman_Skin200000_01_A_WetMaskSP,T_B_YoungWoman_Skin200000_01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_BC/Class_B/Male/Textures/Suit/T_Male02_Body201099_09_A_E.T_Male02_Body201099_09_A_E,T_Male02_Body201099_09_A_E,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Class_C/Female/Textures/Hair/T_C_YoungWoman_Hair200000_M1S2_A_WetMaskPS.T_C_YoungWoman_Hair200000_M1S2_A_WetMaskPS,T_C_YoungWoman_Hair200000_M1S2_A_WetMaskPS,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2271532546_Pupil01_A_Caustic.T_2271532546_Pupil01_A_Caustic,T_2271532546_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2917848180_Pupil01_A_D.T_2917848180_Pupil01_A_D,T_2917848180_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3048612696_Pupil01_A_N.T_3048612696_Pupil01_A_N,T_3048612696_Pupil01_A_N,Texture2D,64,64,64×64,4096
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3268362112_Face01_A_LBMaskPS.T_3268362112_Face01_A_LBMaskPS,T_3268362112_Face01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3392871952_Face01_A_D.T_3392871952_Face01_A_D,T_3392871952_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3461742738_Face01_A_DynAO.T_3461742738_Face01_A_DynAO,T_3461742738_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3676446848_Pupil01_A_E.T_3676446848_Pupil01_A_E,T_3676446848_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3748841916_Face01_A_Specular.T_3748841916_Face01_A_Specular,T_3748841916_Face01_A_Specular,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_510968652_EyeTrans01_A_D.T_510968652_EyeTrans01_A_D,T_510968652_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_915192926_Pupil01_A_MC.T_915192926_Pupil01_A_MC,T_915192926_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_3189673345_Hair01_A_N.T_3189673345_Hair01_A_N,T_3189673345_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1087499434_Body01_B_LBMaskSP.T_1087499434_Body01_B_LBMaskSP,T_1087499434_Body01_B_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1838956804_Skin01_A_D.T_1838956804_Skin01_A_D,T_1838956804_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1892494547_Skin01_A_N.T_1892494547_Skin01_A_N,T_1892494547_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_203431664_Body01_A_LBMaskSP.T_203431664_Body01_A_LBMaskSP,T_203431664_Body01_A_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_3424190688_Body01_A_N.T_3424190688_Body01_A_N,T_3424190688_Body01_A_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_3536353101_Body01_B_N.T_3536353101_Body01_B_N,T_3536353101_Body01_B_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_3842258702_Body01_B_MRA.T_3842258702_Body01_B_MRA,T_3842258702_Body01_B_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210003/Default,NPC/Class_A/210003,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_A_D.T_210004_Body01_A_D,T_210004_Body01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_A_MRA.T_210004_Body01_A_MRA,T_210004_Body01_A_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_A_N.T_210004_Body01_A_N,T_210004_Body01_A_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_A_WetMaskSP.T_210004_Body01_A_WetMaskSP,T_210004_Body01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_B_D.T_210004_Body01_B_D,T_210004_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_B_LBMaskSP.T_210004_Body01_B_LBMaskSP,T_210004_Body01_B_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_B_MRA.T_210004_Body01_B_MRA,T_210004_Body01_B_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_B_N.T_210004_Body01_B_N,T_210004_Body01_B_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Body01_B_WetMaskSP.T_210004_Body01_B_WetMaskSP,T_210004_Body01_B_WetMaskSP,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Face01_A_SDF.T_210004_Face01_A_SDF,T_210004_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hair01_A_D.T_210004_Hair01_A_D,T_210004_Hair01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hair01_A_LBMaskPS.T_210004_Hair01_A_LBMaskPS,T_210004_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hair01_A_OSMaskPS.T_210004_Hair01_A_OSMaskPS,T_210004_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hair01_A_PromMask.T_210004_Hair01_A_PromMask,T_210004_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hat01_D.T_210004_Hat01_D,T_210004_Hat01_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hat01_LBMaskSP.T_210004_Hat01_LBMaskSP,T_210004_Hat01_LBMaskSP,Texture2D,128,128,128×128,16384
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hat01_MRA.T_210004_Hat01_MRA,T_210004_Hat01_MRA,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210004/Role/Textures/T_210004_Hat01_N.T_210004_Hat01_N,T_210004_Hat01_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_LBMaskPS.T_B_YoungWoman_Skin200000_01_A_LBMaskPS,T_B_YoungWoman_Skin200000_01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_MRA.T_B_YoungWoman_Skin200000_01_A_MRA,T_B_YoungWoman_Skin200000_01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_WetMaskSP.T_B_YoungWoman_Skin200000_01_A_WetMaskSP,T_B_YoungWoman_Skin200000_01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_BC/Class_B/Male/Textures/Suit/T_Male02_Body201099_09_A_E.T_Male02_Body201099_09_A_E,T_Male02_Body201099_09_A_E,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Class_C/Female/Textures/Hair/T_C_YoungWoman_Hair200000_S1T5_A_WetMaskPS.T_C_YoungWoman_Hair200000_S1T5_A_WetMaskPS,T_C_YoungWoman_Hair200000_S1T5_A_WetMaskPS,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1077246141_Pupil01_A_N.T_1077246141_Pupil01_A_N,T_1077246141_Pupil01_A_N,Texture2D,64,64,64×64,4096
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1199127285_Face01_A_D.T_1199127285_Face01_A_D,T_1199127285_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1770769580_Face01_A_Specular.T_1770769580_Face01_A_Specular,T_1770769580_Face01_A_Specular,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1825002622_Pupil01_A_E.T_1825002622_Pupil01_A_E,T_1825002622_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1903226878_Face01_A_LBMaskPS.T_1903226878_Face01_A_LBMaskPS,T_1903226878_Face01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2028424109_Pupil01_A_D.T_2028424109_Pupil01_A_D,T_2028424109_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2329687268_Face01_A_DynAO.T_2329687268_Face01_A_DynAO,T_2329687268_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2552097268_Pupil01_A_Caustic.T_2552097268_Pupil01_A_Caustic,T_2552097268_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3346223304_EyeTrans01_A_D.T_3346223304_EyeTrans01_A_D,T_3346223304_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_611972284_Pupil01_A_MC.T_611972284_Pupil01_A_MC,T_611972284_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_1406269447_Hair01_A_N.T_1406269447_Hair01_A_N,T_1406269447_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1838956804_Skin01_A_D.T_1838956804_Skin01_A_D,T_1838956804_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1892494547_Skin01_A_N.T_1892494547_Skin01_A_N,T_1892494547_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_744990075_Body01_A_LBMaskSP.T_744990075_Body01_A_LBMaskSP,T_744990075_Body01_A_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210004/Default,NPC/Class_A/210004,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Body01_A_D.T_210005_Body01_A_D,T_210005_Body01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Body01_A_MRA.T_210005_Body01_A_MRA,T_210005_Body01_A_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Body01_A_WetMaskSP.T_210005_Body01_A_WetMaskSP,T_210005_Body01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Body01_B_D.T_210005_Body01_B_D,T_210005_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Body01_B_WetMaskSP.T_210005_Body01_B_WetMaskSP,T_210005_Body01_B_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Face01_A_SDF.T_210005_Face01_A_SDF,T_210005_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hair01_A_D.T_210005_Hair01_A_D,T_210005_Hair01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hair01_A_LBMaskPS.T_210005_Hair01_A_LBMaskPS,T_210005_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hair01_A_N.T_210005_Hair01_A_N,T_210005_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hair01_A_OSMaskPS.T_210005_Hair01_A_OSMaskPS,T_210005_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hair01_A_PromMask.T_210005_Hair01_A_PromMask,T_210005_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hat01_A_D.T_210005_Hat01_A_D,T_210005_Hat01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hat01_A_LBMaskSP.T_210005_Hat01_A_LBMaskSP,T_210005_Hat01_A_LBMaskSP,Texture2D,128,128,128×128,16384
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hat01_A_MRA.T_210005_Hat01_A_MRA,T_210005_Hat01_A_MRA,Texture2D,256,256,256×256,65536
NPC/Class_A/210005/Default,NPC/Class_A/210005,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210005/Role/Textures/T_210005_Hat01_A_N.T_210005_Hat01_A_N,T_210005_Hat01_A_N,Texture2D,512,512,512×512,262144
