assembly_id,lod_index,mesh_count,native_mesh_count,native_coverage,explicit_triangles,explicit_triangles_known_sum,explicit_triangles_complete,effective_triangles,effective_triangles_known_sum,effective_triangles_complete,role_triangles,weapon_triangles,pet_triangles,summon_triangles,prop_triangles,incar_triangles,active_bones_proxy,active_bones_proxy_complete,primary_role_active_bones,reference_bones_unique,reference_bones_complete,skeleton_asset_bones_unique,skeleton_asset_bones_complete
NPC/Class_A/203016/Default,4,1,1,1.0,82,82,true,82,82,true,82,,,,,,42,true,42,90,true,90,true
NPC/Class_A/203017/Default,0,1,1,1.0,4614,4614,true,4614,4614,true,4614,,,,,,79,true,79,90,true,90,true
NPC/Class_A/203017/Default,1,1,1,1.0,1845,1845,true,1845,1845,true,1845,,,,,,78,true,78,90,true,90,true
NPC/Class_A/203017/Default,2,1,1,1.0,922,922,true,922,922,true,922,,,,,,77,true,77,90,true,90,true
NPC/Class_A/203017/Default,3,1,1,1.0,276,276,true,276,276,true,276,,,,,,59,true,59,90,true,90,true
NPC/Class_A/203017/Default,4,1,1,1.0,82,82,true,82,82,true,82,,,,,,42,true,42,90,true,90,true
NPC/Class_A/203018/Default,0,1,1,1.0,7756,7756,true,7756,7756,true,7756,,,,,,78,true,78,90,true,90,true
NPC/Class_A/203018/Default,1,1,1,1.0,3101,3101,true,3101,3101,true,3101,,,,,,78,true,78,90,true,90,true
NPC/Class_A/203018/Default,2,1,1,1.0,1550,1550,true,1550,1550,true,1550,,,,,,70,true,70,90,true,90,true
NPC/Class_A/203018/Default,3,1,1,1.0,465,465,true,465,465,true,465,,,,,,60,true,60,90,true,90,true
NPC/Class_A/203018/Default,4,1,1,1.0,138,138,true,138,138,true,138,,,,,,41,true,41,90,true,90,true
NPC/Class_A/210001/Default,0,4,4,1.0,20786,20786,true,20786,20786,true,20786,,,,,,139,true,139,217,true,217,true
NPC/Class_A/210001/Default,1,4,4,1.0,10232,10232,true,10232,10232,true,10232,,,,,,139,true,139,217,true,217,true
NPC/Class_A/210001/Default,2,4,4,1.0,4446,4446,true,4446,4446,true,4446,,,,,,139,true,139,217,true,217,true
NPC/Class_A/210001/Default,3,4,4,1.0,1432,1432,true,1432,1432,true,1432,,,,,,136,true,136,217,true,217,true
NPC/Class_A/210001/Default,4,4,4,1.0,556,556,true,556,556,true,556,,,,,,95,true,95,217,true,217,true
NPC/Class_A/210002/Default,0,4,4,1.0,30258,30258,true,30258,30258,true,30258,,,,,,161,true,161,325,true,325,true
NPC/Class_A/210002/Default,1,4,4,1.0,13971,13971,true,13971,13971,true,13971,,,,,,161,true,161,325,true,325,true
NPC/Class_A/210002/Default,2,4,4,1.0,6326,6326,true,6326,6326,true,6326,,,,,,161,true,161,325,true,325,true
NPC/Class_A/210002/Default,3,4,4,1.0,1992,1992,true,1992,1992,true,1992,,,,,,149,true,149,325,true,325,true
NPC/Class_A/210002/Default,4,4,4,1.0,721,721,true,721,721,true,721,,,,,,109,true,109,325,true,325,true
NPC/Class_A/210003/Default,0,3,3,1.0,21722,21722,true,21722,21722,true,21722,,,,,,110,true,110,246,true,246,true
NPC/Class_A/210003/Default,1,3,3,1.0,10604,10604,true,10604,10604,true,10604,,,,,,110,true,110,246,true,246,true
NPC/Class_A/210003/Default,2,3,3,1.0,4634,4634,true,4634,4634,true,4634,,,,,,110,true,110,246,true,246,true
NPC/Class_A/210003/Default,3,3,3,1.0,1484,1484,true,1484,1484,true,1484,,,,,,106,true,106,246,true,246,true
NPC/Class_A/210003/Default,4,3,3,1.0,573,573,true,573,573,true,573,,,,,,85,true,85,246,true,246,true
NPC/Class_A/210004/Default,0,4,4,1.0,24725,24725,true,24725,24725,true,24725,,,,,,92,true,92,233,true,235,true
NPC/Class_A/210004/Default,1,4,4,1.0,11783,11783,true,11783,11783,true,11783,,,,,,92,true,92,233,true,235,true
NPC/Class_A/210004/Default,2,4,4,1.0,5141,5141,true,5141,5141,true,5141,,,,,,92,true,92,233,true,235,true
NPC/Class_A/210004/Default,3,4,4,1.0,1567,1567,true,1567,1567,true,1567,,,,,,91,true,91,233,true,235,true
NPC/Class_A/210004/Default,4,4,4,1.0,508,508,true,508,508,true,508,,,,,,68,true,68,233,true,235,true
NPC/Class_A/210005/Default,0,4,4,1.0,25453,25453,true,25453,25453,true,25453,,,,,,108,true,108,202,true,202,true
NPC/Class_A/210005/Default,1,4,4,1.0,12089,12089,true,12089,12089,true,12089,,,,,,108,true,108,202,true,202,true
NPC/Class_A/210005/Default,2,4,4,1.0,5390,5390,true,5390,5390,true,5390,,,,,,108,true,108,202,true,202,true
NPC/Class_A/210005/Default,3,4,4,1.0,1710,1710,true,1710,1710,true,1710,,,,,,106,true,106,202,true,202,true
NPC/Class_A/210005/Default,4,4,4,1.0,590,590,true,590,590,true,590,,,,,,84,true,84,202,true,202,true
NPC/Class_A/210006/Default,0,3,3,1.0,28691,28691,true,28691,28691,true,28691,,,,,,152,true,152,242,true,325,true
NPC/Class_A/210006/Default,1,3,3,1.0,13396,13396,true,13396,13396,true,13396,,,,,,152,true,152,242,true,325,true
NPC/Class_A/210006/Default,2,3,3,1.0,6029,6029,true,6029,6029,true,6029,,,,,,152,true,152,242,true,325,true
NPC/Class_A/210006/Default,3,3,3,1.0,1908,1908,true,1908,1908,true,1908,,,,,,150,true,150,242,true,325,true
NPC/Class_A/210006/Default,4,3,3,1.0,699,699,true,699,699,true,699,,,,,,121,true,121,242,true,325,true
NPC/Class_A/210007/Default,0,4,4,1.0,25778,25778,true,25778,25778,true,25778,,,,,,136,true,136,276,true,276,true
NPC/Class_A/210007/Default,1,4,4,1.0,12204,12204,true,12204,12204,true,12204,,,,,,136,true,136,276,true,276,true
NPC/Class_A/210007/Default,2,4,4,1.0,5353,5353,true,5353,5353,true,5353,,,,,,136,true,136,276,true,276,true
NPC/Class_A/210007/Default,3,4,4,1.0,1630,1630,true,1630,1630,true,1630,,,,,,135,true,135,276,true,276,true
NPC/Class_A/210007/Default,4,4,4,1.0,526,526,true,526,526,true,526,,,,,,105,true,105,276,true,276,true
NPC/Class_A/210008/Default,0,4,4,1.0,29112,29112,true,29112,29112,true,29112,,,,,,140,true,140,254,true,256,true
NPC/Class_A/210008/Default,1,4,4,1.0,15496,15496,true,15496,15496,true,15496,,,,,,140,true,140,254,true,256,true
NPC/Class_A/210008/Default,2,4,4,1.0,7048,7048,true,7048,7048,true,7048,,,,,,140,true,140,254,true,256,true
NPC/Class_A/210008/Default,3,4,4,1.0,2035,2035,true,2035,2035,true,2035,,,,,,135,true,135,254,true,256,true
NPC/Class_A/210008/Default,4,4,4,1.0,785,785,true,785,785,true,785,,,,,,128,true,128,254,true,256,true
NPC/Class_A/210009/Default,0,3,3,1.0,23375,23375,true,23375,23375,true,23375,,,,,,114,true,114,221,true,221,true
NPC/Class_A/210009/Default,1,3,3,1.0,11266,11266,true,11266,11266,true,11266,,,,,,114,true,114,221,true,221,true
NPC/Class_A/210009/Default,2,3,3,1.0,4965,4965,true,4965,4965,true,4965,,,,,,114,true,114,221,true,221,true
NPC/Class_A/210009/Default,3,3,3,1.0,1584,1584,true,1584,1584,true,1584,,,,,,112,true,112,221,true,221,true
NPC/Class_A/210009/Default,4,3,3,1.0,604,604,true,604,604,true,604,,,,,,85,true,85,221,true,221,true
NPC/Class_A/210010/Default,0,3,3,1.0,21183,21183,true,21183,21183,true,21183,,,,,,124,true,124,236,true,236,true
NPC/Class_A/210010/Default,1,3,3,1.0,10405,10405,true,10405,10405,true,10405,,,,,,124,true,124,236,true,236,true
NPC/Class_A/210010/Default,2,3,3,1.0,4541,4541,true,4541,4541,true,4541,,,,,,124,true,124,236,true,236,true
NPC/Class_A/210010/Default,3,3,3,1.0,1453,1453,true,1453,1453,true,1453,,,,,,123,true,123,236,true,236,true
NPC/Class_A/210010/Default,4,3,3,1.0,554,554,true,554,554,true,554,,,,,,97,true,97,236,true,236,true
NPC/Class_A/210011/Default,0,3,3,1.0,35783,35783,true,35783,35783,true,35783,,,,,,113,true,113,206,true,206,true
NPC/Class_A/210011/Default,1,3,3,1.0,16179,16179,true,16179,16179,true,16179,,,,,,113,true,113,206,true,206,true
NPC/Class_A/210011/Default,2,3,3,1.0,7452,7452,true,7452,7452,true,7452,,,,,,113,true,113,206,true,206,true
NPC/Class_A/210011/Default,3,3,3,1.0,2335,2335,true,2335,2335,true,2335,,,,,,112,true,112,206,true,206,true
NPC/Class_A/210011/Default,4,3,3,1.0,769,769,true,769,769,true,769,,,,,,106,true,106,206,true,206,true
NPC/Class_A/210012/Default,0,3,3,1.0,35719,35719,true,35719,35719,true,35719,,,,,,113,true,113,206,true,247,true
NPC/Class_A/210012/Default,1,3,3,1.0,16243,16243,true,16243,16243,true,16243,,,,,,113,true,113,206,true,247,true
NPC/Class_A/210012/Default,2,3,3,1.0,7432,7432,true,7432,7432,true,7432,,,,,,113,true,113,206,true,247,true
NPC/Class_A/210012/Default,3,3,3,1.0,2305,2305,true,2305,2305,true,2305,,,,,,112,true,112,206,true,247,true
NPC/Class_A/210012/Default,4,3,3,1.0,828,828,true,828,828,true,828,,,,,,106,true,106,206,true,247,true
NPC/Class_A/210013/Default,0,3,3,1.0,42290,42290,true,42290,42290,true,42290,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210013/Default,1,3,3,1.0,18826,18826,true,18826,18826,true,18826,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210013/Default,2,3,3,1.0,8761,8761,true,8761,8761,true,8761,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210013/Default,3,3,3,1.0,2721,2721,true,2721,2721,true,2721,,,,,,106,true,106,191,true,191,true
NPC/Class_A/210013/Default,4,3,3,1.0,895,895,true,895,895,true,895,,,,,,104,true,104,191,true,191,true
NPC/Class_A/210014/Default,0,4,4,1.0,40572,40572,true,40572,40572,true,40572,,,,,,114,true,114,241,true,327,true
NPC/Class_A/210014/Default,1,4,4,1.0,20860,20860,true,20860,20860,true,20860,,,,,,114,true,114,241,true,327,true
NPC/Class_A/210014/Default,2,4,4,1.0,12019,12019,true,12019,12019,true,12019,,,,,,114,true,114,241,true,327,true
NPC/Class_A/210014/Default,3,4,4,1.0,6850,6850,true,6850,6850,true,6850,,,,,,113,true,113,241,true,327,true
NPC/Class_A/210014/Default,4,4,4,1.0,5324,5324,true,5324,5324,true,5324,,,,,,97,true,97,241,true,327,true
NPC/Class_A/210015/Default,0,4,4,1.0,40820,40820,true,40820,40820,true,40820,,,,,,114,true,114,202,true,287,true
NPC/Class_A/210015/Default,1,4,4,1.0,18254,18254,true,18254,18254,true,18254,,,,,,114,true,114,202,true,287,true
NPC/Class_A/210015/Default,2,4,4,1.0,8465,8465,true,8465,8465,true,8465,,,,,,114,true,114,202,true,287,true
NPC/Class_A/210015/Default,3,4,4,1.0,2632,2632,true,2632,2632,true,2632,,,,,,113,true,113,202,true,287,true
NPC/Class_A/210015/Default,4,4,4,1.0,906,906,true,906,906,true,906,,,,,,97,true,97,202,true,287,true
NPC/Class_A/210016/Default,0,3,3,1.0,24811,24811,true,24811,24811,true,24811,,,,,,113,true,113,244,true,244,true
NPC/Class_A/210016/Default,1,3,3,1.0,16380,16380,true,16380,16380,true,16380,,,,,,113,true,113,244,true,244,true
NPC/Class_A/210016/Default,2,3,3,1.0,11379,11379,true,11379,11379,true,11379,,,,,,113,true,113,244,true,244,true
NPC/Class_A/210016/Default,3,3,3,1.0,8869,8869,true,8869,8869,true,8869,,,,,,112,true,112,244,true,244,true
NPC/Class_A/210016/Default,4,3,3,1.0,8087,8087,true,8087,8087,true,8087,,,,,,82,true,82,244,true,244,true
NPC/Class_A/210017/Default,0,3,3,1.0,35783,35783,true,35783,35783,true,35783,,,,,,114,true,114,207,true,207,true
NPC/Class_A/210017/Default,1,3,3,1.0,16178,16178,true,16178,16178,true,16178,,,,,,114,true,114,207,true,207,true
NPC/Class_A/210017/Default,2,3,3,1.0,7450,7450,true,7450,7450,true,7450,,,,,,114,true,114,207,true,207,true
NPC/Class_A/210017/Default,3,3,3,1.0,2335,2335,true,2335,2335,true,2335,,,,,,113,true,113,207,true,207,true
NPC/Class_A/210017/Default,4,3,3,1.0,770,770,true,770,770,true,770,,,,,,109,true,109,207,true,207,true
NPC/Class_A/210018/Default,0,1,1,1.0,49255,49255,true,49255,49255,true,49255,,,,,,130,true,130,190,true,190,true
NPC/Class_A/210018/Default,1,1,1,1.0,19701,19701,true,19701,19701,true,19701,,,,,,130,true,130,190,true,190,true
NPC/Class_A/210018/Default,2,1,1,1.0,9849,9849,true,9849,9849,true,9849,,,,,,130,true,130,190,true,190,true
NPC/Class_A/210018/Default,3,1,1,1.0,2953,2953,true,2953,2953,true,2953,,,,,,124,true,124,190,true,190,true
NPC/Class_A/210018/Default,4,1,1,1.0,884,884,true,884,884,true,884,,,,,,117,true,117,190,true,190,true
NPC/Class_A/210019/Default,0,4,4,1.0,40572,40572,true,40572,40572,true,40572,,,,,,116,true,116,241,true,327,true
NPC/Class_A/210019/Default,1,4,4,1.0,20861,20861,true,20861,20861,true,20861,,,,,,116,true,116,241,true,327,true
NPC/Class_A/210019/Default,2,4,4,1.0,12021,12021,true,12021,12021,true,12021,,,,,,116,true,116,241,true,327,true
NPC/Class_A/210019/Default,3,4,4,1.0,6850,6850,true,6850,6850,true,6850,,,,,,115,true,115,241,true,327,true
NPC/Class_A/210019/Default,4,4,4,1.0,5324,5324,true,5324,5324,true,5324,,,,,,96,true,96,241,true,327,true
NPC/Class_A/210020/Default,0,4,4,1.0,22695,22695,true,22695,22695,true,22695,,,,,,104,true,104,195,true,195,true
NPC/Class_A/210020/Default,1,4,4,1.0,10997,10997,true,10997,10997,true,10997,,,,,,104,true,104,195,true,195,true
NPC/Class_A/210020/Default,2,4,4,1.0,4829,4829,true,4829,4829,true,4829,,,,,,104,true,104,195,true,195,true
NPC/Class_A/210020/Default,3,4,4,1.0,1548,1548,true,1548,1548,true,1548,,,,,,104,true,104,195,true,195,true
NPC/Class_A/210020/Default,4,4,4,1.0,592,592,true,592,592,true,592,,,,,,88,true,88,195,true,195,true
NPC/Class_A/210021/Default,0,4,4,1.0,23924,23924,true,23924,23924,true,23924,,,,,,132,true,132,237,true,237,true
NPC/Class_A/210021/Default,1,4,4,1.0,11500,11500,true,11500,11500,true,11500,,,,,,132,true,132,237,true,237,true
NPC/Class_A/210021/Default,2,4,4,1.0,5087,5087,true,5087,5087,true,5087,,,,,,132,true,132,237,true,237,true
NPC/Class_A/210021/Default,3,4,4,1.0,1617,1617,true,1617,1617,true,1617,,,,,,129,true,129,237,true,237,true
NPC/Class_A/210021/Default,4,4,4,1.0,603,603,true,603,603,true,603,,,,,,103,true,103,237,true,237,true
NPC/Class_A/210022/Default,0,3,3,1.0,28203,28203,true,28203,28203,true,28203,,,,,,147,true,147,264,true,264,true
NPC/Class_A/210022/Default,1,3,3,1.0,13176,13176,true,13176,13176,true,13176,,,,,,147,true,147,264,true,264,true
NPC/Class_A/210022/Default,2,3,3,1.0,5946,5946,true,5946,5946,true,5946,,,,,,147,true,147,264,true,264,true
NPC/Class_A/210022/Default,3,3,3,1.0,1871,1871,true,1871,1871,true,1871,,,,,,145,true,145,264,true,264,true
NPC/Class_A/210022/Default,4,3,3,1.0,638,638,true,638,638,true,638,,,,,,104,true,104,264,true,264,true
NPC/Class_A/210023/Default,0,4,4,1.0,32295,32295,true,32295,32295,true,32295,,,,,,142,true,142,285,true,285,true
NPC/Class_A/210023/Default,1,4,4,1.0,14810,14810,true,14810,14810,true,14810,,,,,,142,true,142,285,true,285,true
NPC/Class_A/210023/Default,2,4,4,1.0,6762,6762,true,6762,6762,true,6762,,,,,,142,true,142,285,true,285,true
NPC/Class_A/210023/Default,3,4,4,1.0,2115,2115,true,2115,2115,true,2115,,,,,,140,true,140,285,true,285,true
NPC/Class_A/210023/Default,4,4,4,1.0,710,710,true,710,710,true,710,,,,,,117,true,117,285,true,285,true
NPC/Class_A/210024/Default,0,3,3,1.0,39243,39243,true,39243,39243,true,39243,,,,,,122,true,122,208,true,307,true
NPC/Class_A/210024/Default,1,3,3,1.0,17616,17616,true,17616,17616,true,17616,,,,,,122,true,122,208,true,307,true
NPC/Class_A/210024/Default,2,3,3,1.0,8140,8140,true,8140,8140,true,8140,,,,,,121,true,121,208,true,307,true
NPC/Class_A/210024/Default,3,3,3,1.0,2542,2542,true,2542,2542,true,2542,,,,,,118,true,118,208,true,307,true
NPC/Class_A/210024/Default,4,3,3,1.0,892,892,true,892,892,true,892,,,,,,100,true,100,208,true,307,true
NPC/Class_A/210025/Default,0,3,3,1.0,25741,25741,true,25741,25741,true,25741,,,,,,140,true,140,249,true,370,true
NPC/Class_A/210025/Default,1,3,3,1.0,12190,12190,true,12190,12190,true,12190,,,,,,140,true,140,249,true,370,true
NPC/Class_A/210025/Default,2,3,3,1.0,5347,5347,true,5347,5347,true,5347,,,,,,140,true,140,249,true,370,true
NPC/Class_A/210025/Default,3,3,3,1.0,1631,1631,true,1631,1631,true,1631,,,,,,134,true,134,249,true,370,true
NPC/Class_A/210025/Default,4,3,3,1.0,527,527,true,527,527,true,527,,,,,,92,true,92,249,true,370,true
NPC/Class_A/210026/Default,0,3,3,1.0,24207,24207,true,24207,24207,true,24207,,,,,,131,true,131,292,true,292,true
NPC/Class_A/210026/Default,1,3,3,1.0,11577,11577,true,11577,11577,true,11577,,,,,,131,true,131,292,true,292,true
NPC/Class_A/210026/Default,2,3,3,1.0,5039,5039,true,5039,5039,true,5039,,,,,,131,true,131,292,true,292,true
NPC/Class_A/210026/Default,3,3,3,1.0,1537,1537,true,1537,1537,true,1537,,,,,,131,true,131,292,true,292,true
NPC/Class_A/210026/Default,4,3,3,1.0,499,499,true,499,499,true,499,,,,,,110,true,110,292,true,292,true
NPC/Class_A/210027/Default,0,3,3,1.0,24527,24527,true,24527,24527,true,24527,,,,,,103,true,103,223,true,223,true
NPC/Class_A/210027/Default,1,3,3,1.0,11764,11764,true,11764,11764,true,11764,,,,,,103,true,103,223,true,223,true
NPC/Class_A/210027/Default,2,3,3,1.0,5191,5191,true,5191,5191,true,5191,,,,,,103,true,103,223,true,223,true
NPC/Class_A/210027/Default,3,3,3,1.0,1659,1659,true,1659,1659,true,1659,,,,,,103,true,103,223,true,223,true
NPC/Class_A/210027/Default,4,3,3,1.0,626,626,true,626,626,true,626,,,,,,83,true,83,223,true,223,true
NPC/Class_A/210028/Default,0,4,4,1.0,21523,21523,true,21523,21523,true,21523,,,,,,126,true,126,236,true,236,true
NPC/Class_A/210028/Default,1,4,4,1.0,10527,10527,true,10527,10527,true,10527,,,,,,126,true,126,236,true,236,true
NPC/Class_A/210028/Default,2,4,4,1.0,4593,4593,true,4593,4593,true,4593,,,,,,126,true,126,236,true,236,true
NPC/Class_A/210028/Default,3,4,4,1.0,1476,1476,true,1476,1476,true,1476,,,,,,121,true,121,236,true,236,true
NPC/Class_A/210028/Default,4,4,4,1.0,570,570,true,570,570,true,570,,,,,,92,true,92,236,true,236,true
NPC/Class_A/210029/Default,0,3,3,1.0,23034,23034,true,23034,23034,true,23034,,,,,,136,true,136,260,true,260,true
NPC/Class_A/210029/Default,1,3,3,1.0,11131,11131,true,11131,11131,true,11131,,,,,,134,true,134,260,true,260,true
NPC/Class_A/210029/Default,2,3,3,1.0,4898,4898,true,4898,4898,true,4898,,,,,,134,true,134,260,true,260,true
NPC/Class_A/210029/Default,3,3,3,1.0,1565,1565,true,1565,1565,true,1565,,,,,,132,true,132,260,true,260,true
NPC/Class_A/210029/Default,4,3,3,1.0,596,596,true,596,596,true,596,,,,,,100,true,100,260,true,260,true
NPC/Class_A/210030/Default,0,3,3,1.0,21643,21643,true,21643,21643,true,21643,,,,,,124,true,124,256,true,256,true
NPC/Class_A/210030/Default,1,3,3,1.0,10577,10577,true,10577,10577,true,10577,,,,,,124,true,124,256,true,256,true
NPC/Class_A/210030/Default,2,3,3,1.0,4620,4620,true,4620,4620,true,4620,,,,,,124,true,124,256,true,256,true
NPC/Class_A/210030/Default,3,3,3,1.0,1486,1486,true,1486,1486,true,1486,,,,,,115,true,115,256,true,256,true
NPC/Class_A/210030/Default,4,3,3,1.0,573,573,true,573,573,true,573,,,,,,86,true,86,256,true,256,true
NPC/Class_A/210031/Default,0,3,3,1.0,39518,39518,true,39518,39518,true,39518,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210031/Default,1,3,3,1.0,17672,17672,true,17672,17672,true,17672,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210031/Default,2,3,3,1.0,8198,8198,true,8198,8198,true,8198,,,,,,108,true,108,191,true,191,true
NPC/Class_A/210031/Default,3,3,3,1.0,2559,2559,true,2559,2559,true,2559,,,,,,106,true,106,191,true,191,true
NPC/Class_A/210031/Default,4,3,3,1.0,839,839,true,839,839,true,839,,,,,,99,true,99,191,true,191,true
NPC/Class_A/210032/Default,0,3,3,1.0,32471,32471,true,32471,32471,true,32471,,,,,,113,true,113,191,true,191,true
NPC/Class_A/210032/Default,1,3,3,1.0,14943,14943,true,14943,14943,true,14943,,,,,,113,true,113,191,true,191,true
NPC/Class_A/210032/Default,2,3,3,1.0,6783,6783,true,6783,6783,true,6783,,,,,,113,true,113,191,true,191,true
NPC/Class_A/210032/Default,3,3,3,1.0,2109,2109,true,2109,2109,true,2109,,,,,,113,true,113,191,true,191,true
NPC/Class_A/210032/Default,4,3,3,1.0,770,770,true,770,770,true,770,,,,,,106,true,106,191,true,191,true
NPC/Class_A/210033/Default,0,3,3,1.0,34848,34848,true,34848,34848,true,34848,,,,,,113,true,113,228,true,234,true
NPC/Class_A/210033/Default,1,3,3,1.0,15859,15859,true,15859,15859,true,15859,,,,,,113,true,113,228,true,234,true
NPC/Class_A/210033/Default,2,3,3,1.0,7262,7262,true,7262,7262,true,7262,,,,,,113,true,113,228,true,234,true
NPC/Class_A/210033/Default,3,3,3,1.0,2277,2277,true,2277,2277,true,2277,,,,,,113,true,113,228,true,234,true
NPC/Class_A/210033/Default,4,3,3,1.0,811,811,true,811,811,true,811,,,,,,105,true,105,228,true,234,true
NPC/Class_A/210034/Default,0,4,4,1.0,32855,32855,true,32855,32855,true,32855,,,,,,142,true,142,286,true,286,true
NPC/Class_A/210034/Default,1,4,4,1.0,17005,17005,true,17005,17005,true,17005,,,,,,142,true,142,286,true,286,true
NPC/Class_A/210034/Default,2,4,4,1.0,7809,7809,true,7809,7809,true,7809,,,,,,142,true,142,286,true,286,true
NPC/Class_A/210034/Default,3,4,4,1.0,2254,2254,true,2254,2254,true,2254,,,,,,136,true,136,286,true,286,true
NPC/Class_A/210034/Default,4,4,4,1.0,840,840,true,840,840,true,840,,,,,,129,true,129,286,true,286,true
NPC/Class_A/210035/Default,0,4,4,1.0,35495,35495,true,35495,35495,true,35495,,,,,,163,true,163,319,true,319,true
NPC/Class_A/210035/Default,1,4,4,1.0,16090,16090,true,16090,16090,true,16090,,,,,,163,true,163,319,true,319,true
NPC/Class_A/210035/Default,2,4,4,1.0,7295,7295,true,7295,7295,true,7295,,,,,,161,true,161,319,true,319,true
NPC/Class_A/210035/Default,3,4,4,1.0,2214,2214,true,2214,2214,true,2214,,,,,,148,true,148,319,true,319,true
NPC/Class_A/210035/Default,4,4,4,1.0,703,703,true,703,703,true,703,,,,,,103,true,103,319,true,319,true
NPC/Class_A/210036/Default,0,4,4,1.0,30718,30718,true,30718,30718,true,30718,,,,,,123,true,123,236,true,337,true
NPC/Class_A/210036/Default,1,4,4,1.0,14240,14240,true,14240,14240,true,14240,,,,,,123,true,123,236,true,337,true
NPC/Class_A/210036/Default,2,4,4,1.0,6430,6430,true,6430,6430,true,6430,,,,,,123,true,123,236,true,337,true
NPC/Class_A/210036/Default,3,4,4,1.0,2003,2003,true,2003,2003,true,2003,,,,,,119,true,119,236,true,337,true
NPC/Class_A/210036/Default,4,4,4,1.0,737,737,true,737,737,true,737,,,,,,103,true,103,236,true,337,true
NPC/Class_A/210037/Default,0,3,3,1.0,23539,23539,true,23539,23539,true,23539,,,,,,104,true,104,201,true,201,true
NPC/Class_A/210037/Default,1,3,3,1.0,11281,11281,true,11281,11281,true,11281,,,,,,104,true,104,201,true,201,true
NPC/Class_A/210037/Default,2,3,3,1.0,5004,5004,true,5004,5004,true,5004,,,,,,104,true,104,201,true,201,true
NPC/Class_A/210037/Default,3,3,3,1.0,1600,1600,true,1600,1600,true,1600,,,,,,103,true,103,201,true,201,true
NPC/Class_A/210037/Default,4,3,3,1.0,550,550,true,550,550,true,550,,,,,,82,true,82,201,true,201,true
NPC/Class_A/210038/Default,0,4,4,1.0,28757,28757,true,28757,28757,true,28757,,,,,,140,true,140,266,true,266,true
NPC/Class_A/210038/Default,1,4,4,1.0,15355,15355,true,15355,15355,true,15355,,,,,,140,true,140,266,true,266,true
NPC/Class_A/210038/Default,2,4,4,1.0,6977,6977,true,6977,6977,true,6977,,,,,,140,true,140,266,true,266,true
NPC/Class_A/210038/Default,3,4,4,1.0,2012,2012,true,2012,2012,true,2012,,,,,,135,true,135,266,true,266,true
NPC/Class_A/210038/Default,4,4,4,1.0,778,778,true,778,778,true,778,,,,,,128,true,128,266,true,266,true
NPC/Class_A/210039/Default,0,4,4,1.0,24344,24344,true,24344,24344,true,24344,,,,,,117,true,117,209,true,209,true
NPC/Class_A/210039/Default,1,4,4,1.0,11614,11614,true,11614,11614,true,11614,,,,,,117,true,117,209,true,209,true
NPC/Class_A/210039/Default,2,4,4,1.0,5176,5176,true,5176,5176,true,5176,,,,,,117,true,117,209,true,209,true
NPC/Class_A/210039/Default,3,4,4,1.0,1645,1645,true,1645,1645,true,1645,,,,,,110,true,110,209,true,209,true
NPC/Class_A/210039/Default,4,4,4,1.0,622,622,true,622,622,true,622,,,,,,83,true,83,209,true,209,true
NPC/Class_A/210040/Default,0,3,3,1.0,21903,21903,true,21903,21903,true,21903,,,,,,113,true,113,240,true,240,true
NPC/Class_A/210040/Default,1,3,3,1.0,10640,10640,true,10640,10640,true,10640,,,,,,113,true,113,240,true,240,true
NPC/Class_A/210040/Default,2,3,3,1.0,4692,4692,true,4692,4692,true,4692,,,,,,113,true,113,240,true,240,true
NPC/Class_A/210040/Default,3,3,3,1.0,1502,1502,true,1502,1502,true,1502,,,,,,109,true,109,240,true,240,true
NPC/Class_A/210040/Default,4,3,3,1.0,581,581,true,581,581,true,581,,,,,,80,true,80,240,true,240,true
NPC/Class_A/210041/Default,0,3,3,1.0,42538,42538,true,42538,42538,true,42538,,,,,,106,true,106,223,true,223,true
NPC/Class_A/210041/Default,1,3,3,1.0,18851,18851,true,18851,18851,true,18851,,,,,,106,true,106,223,true,223,true
NPC/Class_A/210041/Default,2,3,3,1.0,8800,8800,true,8800,8800,true,8800,,,,,,106,true,106,223,true,223,true
NPC/Class_A/210041/Default,3,3,3,1.0,2738,2738,true,2738,2738,true,2738,,,,,,104,true,104,223,true,223,true
NPC/Class_A/210041/Default,4,3,3,1.0,900,900,true,900,900,true,900,,,,,,98,true,98,223,true,223,true
NPC/Class_A/210042/Default,0,3,3,1.0,21757,21757,true,21757,21757,true,21757,,,,,,113,true,113,221,true,221,true
NPC/Class_A/210042/Default,1,3,3,1.0,10639,10639,true,10639,10639,true,10639,,,,,,113,true,113,221,true,221,true
NPC/Class_A/210042/Default,2,3,3,1.0,4634,4634,true,4634,4634,true,4634,,,,,,113,true,113,221,true,221,true
NPC/Class_A/210042/Default,3,3,3,1.0,1484,1484,true,1484,1484,true,1484,,,,,,111,true,111,221,true,221,true
NPC/Class_A/210042/Default,4,3,3,1.0,568,568,true,568,568,true,568,,,,,,89,true,89,221,true,221,true
NPC/Class_A/210043/Default,0,3,3,1.0,26487,26487,true,26487,26487,true,26487,,,,,,104,true,104,190,true,190,true
