assembly_id,category,logical_character_id,visual_variant,state,component,mesh_path,mesh_name,mesh_class,lod_count,lod0_triangles,skeleton_path,reference_bone_count
Mob/Female/HoodieWoman/Default,Mob,Mob/Female/HoodieWoman,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Female/HoodieWoman/Role/Meshes/SK_HoodieWoman01.SK_HoodieWoman01,SK_HoodieWoman01,SkeletalMesh,5,44752,SilverPalace/Content/ArtRes/CharRes/Mob/Female/HoodieWoman/Role/Meshes/SK_HoodieWoman01_Skeleton.SK_HoodieWoman01_Skeleton,143
Mob/Female/HoodieWoman/Default,Mob,Mob/Female/HoodieWoman,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Female/HoodieWoman/Weapon/Meshes/SK_HoodieWoman01_Slingshot01.SK_HoodieWoman01_Slingshot01,SK_HoodieWoman01_Slingshot01,SkeletalMesh,5,3412,SilverPalace/Content/ArtRes/CharRes/Mob/Female/HoodieWoman/Weapon/Meshes/SK_HoodieWoman01_Slingshot01_Skeleton.SK_HoodieWoman01_Slingshot01_Skeleton,9
Mob/Female/HoodieWoman/Default,Mob,Mob/Female/HoodieWoman,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Female/HoodieWoman/Weapon/Meshes/SM_HoodieWoman01_Slingshot01.SM_HoodieWoman01_Slingshot01,SM_HoodieWoman01_Slingshot01,StaticMesh,3,3412,,
Mob/Fish/SilverFish/Default,Mob,Mob/Fish/SilverFish,SilverFish,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01.SK_SilverFish01,SK_SilverFish01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishEletrical/Default,Mob,Mob/Fish/SilverFish,SilverFishEletrical,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishEletrical/Role/Meshes/SK_SilverFishEletrical01.SK_SilverFishEletrical01,SK_SilverFishEletrical01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishFallout/Default,Mob,Mob/Fish/SilverFish,SilverFishFallout,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishFallout/Role/Meshes/SK_SilverFishFallout01.SK_SilverFishFallout01,SK_SilverFishFallout01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishFire/Default,Mob,Mob/Fish/SilverFish,SilverFishFire,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishFire/Role/Meshes/SK_SilverFishFire01.SK_SilverFishFire01,SK_SilverFishFire01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishGravity/Default,Mob,Mob/Fish/SilverFish,SilverFishGravity,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishGravity/Role/Meshes/SK_SilverFishGravity01.SK_SilverFishGravity01,SK_SilverFishGravity01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishIce/Default,Mob,Mob/Fish/SilverFish,SilverFishIce,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishIce/Role/Meshes/SK_SilverFishIce01.SK_SilverFishIce01,SK_SilverFishIce01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishRust/Default,Mob,Mob/Fish/SilverFish,SilverFishRust,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishRust/Role/Meshes/SK_SilverFishRust01.SK_SilverFishRust01,SK_SilverFishRust01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Fish/SilverFishSilver/Default,Mob,Mob/Fish/SilverFish,SilverFishSilver,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFishSilver/Role/Meshes/SK_SilverFishSilver01.SK_SilverFishSilver01,SK_SilverFishSilver01,SkeletalMesh,5,8132,SilverPalace/Content/ArtRes/CharRes/Mob/Fish/SilverFish/Role/Meshes/SK_SilverFish01_Skeleton.SK_SilverFish01_Skeleton,16
Mob/Guard/GuardKnight/Default,Mob,Mob/Guard/GuardKnight,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Guard/GuardKnight/Role/Meshes/SK_GuardKnight01.SK_GuardKnight01,SK_GuardKnight01,SkeletalMesh,5,49911,SilverPalace/Content/ArtRes/CharRes/Mob/Guard/GuardKnight/Role/Meshes/SK_GuardKnight01_Skeleton.SK_GuardKnight01_Skeleton,169
Mob/Guard/GuardKnight/Default,Mob,Mob/Guard/GuardKnight,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Guard/GuardKnight/Weapon/Meshes/SK_GuardKnight01_Sword.SK_GuardKnight01_Sword,SK_GuardKnight01_Sword,SkeletalMesh,5,9766,SilverPalace/Content/ArtRes/CharRes/Mob/Guard/GuardKnight/Weapon/Meshes/SK_GuardKnight01_Sword_Skeleton.SK_GuardKnight01_Sword_Skeleton,6
Mob/Harpy/HarpyDefault/Default,Mob,Mob/Harpy/HarpyDefault,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Harpy/HarpyDefault/Role/Meshes/SK_HarpyDefault01.SK_HarpyDefault01,SK_HarpyDefault01,SkeletalMesh,5,50452,SilverPalace/Content/ArtRes/CharRes/Mob/Harpy/HarpyDefault/Role/Meshes/SK_HarpyDefault01_Skeleton.SK_HarpyDefault01_Skeleton,320
Mob/Male/Butler/Default,Mob,Mob/Male/Butler,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Role/Meshes/SK_Butler01.SK_Butler01,SK_Butler01,SkeletalMesh,5,37518,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Role/Meshes/SK_Butler01_Skeleton.SK_Butler01_Skeleton,147
Mob/Male/Butler/Default,Mob,Mob/Male/Butler,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SK_Butler01_Suitcase01.SK_Butler01_Suitcase01,SK_Butler01_Suitcase01,SkeletalMesh,5,3570,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SK_Butler01_Suitcase01_Skeleton.SK_Butler01_Suitcase01_Skeleton,2
Mob/Male/Butler/Default,Mob,Mob/Male/Butler,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SK_Butler01_Sword01.SK_Butler01_Sword01,SK_Butler01_Sword01,SkeletalMesh,5,2144,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SK_Butler01_Sword01_Skeleton.SK_Butler01_Sword01_Skeleton,7
Mob/Male/Butler/Default,Mob,Mob/Male/Butler,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SM_Butler01_Suitcase01.SM_Butler01_Suitcase01,SM_Butler01_Suitcase01,StaticMesh,3,3570,,
Mob/Male/Butler/Default,Mob,Mob/Male/Butler,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Butler/Weapon/Meshes/SM_Butler01_Sword01.SM_Butler01_Sword01,SM_Butler01_Sword01,StaticMesh,3,2144,,
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer01.SK_Enforcer01,SK_Enforcer01,SkeletalMesh,5,34947,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer01_Skeleton.SK_Enforcer01_Skeleton,128
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer02.SK_Enforcer02,SK_Enforcer02,SkeletalMesh,5,34947,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer02_Skeleton.SK_Enforcer02_Skeleton,130
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer03.SK_Enforcer03,SK_Enforcer03,SkeletalMesh,5,34947,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer02_Skeleton.SK_Enforcer02_Skeleton,130
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer_01_VAT.SK_Enforcer_01_VAT,SK_Enforcer_01_VAT,SkeletalMesh,5,29797,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Role/Meshes/SK_Enforcer_01_VAT_Skeleton.SK_Enforcer_01_VAT_Skeleton,94
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Baton01.SK_Enforcer01_Baton01,SK_Enforcer01_Baton01,SkeletalMesh,5,2668,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Baton01_Skeleton.SK_Enforcer01_Baton01_Skeleton,6
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Bullet01.SK_Enforcer01_Bullet01,SK_Enforcer01_Bullet01,SkeletalMesh,5,1400,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Bullet01_Skeleton.SK_Enforcer01_Bullet01_Skeleton,4
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Grenade01.SK_Enforcer01_Grenade01,SK_Enforcer01_Grenade01,SkeletalMesh,5,2592,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Grenade01_Skeleton.SK_Enforcer01_Grenade01_Skeleton,6
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Revolver01.SK_Enforcer01_Revolver01,SK_Enforcer01_Revolver01,SkeletalMesh,5,7744,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Revolver01_Skeleton.SK_Enforcer01_Revolver01_Skeleton,22
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Rifle01.SK_Enforcer01_Rifle01,SK_Enforcer01_Rifle01,SkeletalMesh,5,4370,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Rifle01_Skeleton.SK_Enforcer01_Rifle01_Skeleton,12
Mob/Male/Enforcer/Default,Mob,Mob/Male/Enforcer,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Submachine01.SK_Enforcer01_Submachine01,SK_Enforcer01_Submachine01,SkeletalMesh,5,4316,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Enforcer/Weapon/Meshes/SK_Enforcer01_Submachine01_Skeleton.SK_Enforcer01_Submachine01_Skeleton,10
Mob/Male/EnforcerLeader/Default,Mob,Mob/Male/EnforcerLeader,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Role/Meshes/SK_EnforcerLeader01.SK_EnforcerLeader01,SK_EnforcerLeader01,SkeletalMesh,5,44256,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Role/Meshes/SK_EnforcerLeader01_Skeleton.SK_EnforcerLeader01_Skeleton,173
Mob/Male/EnforcerLeader/Default,Mob,Mob/Male/EnforcerLeader,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Role/Meshes/SK_EnforcerLeader02.SK_EnforcerLeader02,SK_EnforcerLeader02,SkeletalMesh,5,44256,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Role/Meshes/SK_EnforcerLeader01_Skeleton.SK_EnforcerLeader01_Skeleton,173
Mob/Male/EnforcerLeader/Default,Mob,Mob/Male/EnforcerLeader,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Weapon/Meshes/SK_EnforcrLeader01_Hammer01.SK_EnforcrLeader01_Hammer01,SK_EnforcrLeader01_Hammer01,SkeletalMesh,5,8440,SilverPalace/Content/ArtRes/CharRes/Mob/Male/EnforcerLeader/Weapon/Meshes/SK_EnforcrLeader01_Hammer01_Skeleton.SK_EnforcrLeader01_Hammer01_Skeleton,12
Mob/Male/HoodieLeader/Default,Mob,Mob/Male/HoodieLeader,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Role/Meshes/SK_HoodieLeader01.SK_HoodieLeader01,SK_HoodieLeader01,SkeletalMesh,5,46546,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Role/Meshes/SK_HoodieLeader01_Skeleton.SK_HoodieLeader01_Skeleton,132
Mob/Male/HoodieLeader/Default,Mob,Mob/Male/HoodieLeader,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SK_HoodieLeader01_Pipe01.SK_HoodieLeader01_Pipe01,SK_HoodieLeader01_Pipe01,SkeletalMesh,5,2970,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SK_HoodieLeader01_Pipe01_Skeleton.SK_HoodieLeader01_Pipe01_Skeleton,2
Mob/Male/HoodieLeader/Default,Mob,Mob/Male/HoodieLeader,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SK_HoodieLeader01_Skateboard01.SK_HoodieLeader01_Skateboard01,SK_HoodieLeader01_Skateboard01,SkeletalMesh,5,4798,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SK_HoodieLeader01_Skateboard01_Skeleton.SK_HoodieLeader01_Skateboard01_Skeleton,8
Mob/Male/HoodieLeader/Default,Mob,Mob/Male/HoodieLeader,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SM_HoodieLeader01_Pipe01.SM_HoodieLeader01_Pipe01,SM_HoodieLeader01_Pipe01,StaticMesh,3,2970,,
Mob/Male/HoodieLeader/Default,Mob,Mob/Male/HoodieLeader,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieLeader/Weapon/Meshes/SM_HoodieLeader01_Skateboard01.SM_HoodieLeader01_Skateboard01,SM_HoodieLeader01_Skateboard01,StaticMesh,3,4798,,
Mob/Male/HoodieMan/Default,Mob,Mob/Male/HoodieMan,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieMan/Role/Meshes/SK_HoodieMan01.SK_HoodieMan01,SK_HoodieMan01,SkeletalMesh,5,41753,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieMan/Role/Meshes/SK_Mob_Male.SK_Mob_Male,128
Mob/Male/HoodieMan/Default,Mob,Mob/Male/HoodieMan,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieMan/Weapon/Meshes/SK_HoodieMan_Pipe01.SK_HoodieMan_Pipe01,SK_HoodieMan_Pipe01,SkeletalMesh,5,2970,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieMan/Weapon/Meshes/SK_HoodieMan_Pipe01_Skeleton.SK_HoodieMan_Pipe01_Skeleton,2
Mob/Male/HoodieMan/Default,Mob,Mob/Male/HoodieMan,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/HoodieMan/Weapon/Meshes/SM_HoodieMan01_Pipe01.SM_HoodieMan01_Pipe01,SM_HoodieMan01_Pipe01,StaticMesh,3,2970,,
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Role/Meshes/SK_Ork01.SK_Ork01,SK_Ork01,SkeletalMesh,5,48663,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Role/Meshes/SK_Ork01_Skeleton.SK_Ork01_Skeleton,125
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Grenade01.SK_Ork01_Grenade01,SK_Ork01_Grenade01,SkeletalMesh,5,2294,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Grenade01_Skeleton.SK_Ork01_Grenade01_Skeleton,4
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Grenade02.SK_Ork01_Grenade02,SK_Ork01_Grenade02,SkeletalMesh,5,4790,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Grenade02_Skeleton.SK_Ork01_Grenade02_Skeleton,3
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Pistol01.SK_Ork01_Pistol01,SK_Ork01_Pistol01,SkeletalMesh,5,6819,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SK_Ork01_Pistol01_Skeleton.SK_Ork01_Pistol01_Skeleton,4
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SM_Ork01_Grenade01.SM_Ork01_Grenade01,SM_Ork01_Grenade01,StaticMesh,3,2390,,
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SM_Ork01_Grenade02.SM_Ork01_Grenade02,SM_Ork01_Grenade02,StaticMesh,3,4790,,
Mob/Male/Ork/Default,Mob,Mob/Male/Ork,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Ork/Weapon/Meshes/SM_Ork01_Pistol01.SM_Ork01_Pistol01,SM_Ork01_Pistol01,StaticMesh,3,6819,,
Mob/Male/Thug/Default,Mob,Mob/Male/Thug,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Role/Meshes/SK_Thug01.SK_Thug01,SK_Thug01,SkeletalMesh,5,38419,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Role/Meshes/SK_Thug01_Skeleton.SK_Thug01_Skeleton,123
Mob/Male/Thug/Default,Mob,Mob/Male/Thug,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SK_Thug_Machete01.SK_Thug_Machete01,SK_Thug_Machete01,SkeletalMesh,5,1536,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SK_Thug_Machete01_Skeleton.SK_Thug_Machete01_Skeleton,2
Mob/Male/Thug/Default,Mob,Mob/Male/Thug,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SK_Thug_Machete02.SK_Thug_Machete02,SK_Thug_Machete02,SkeletalMesh,5,1695,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SK_Thug_Machete02_Skeleton.SK_Thug_Machete02_Skeleton,2
Mob/Male/Thug/Default,Mob,Mob/Male/Thug,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SM_Thug01_Machete01.SM_Thug01_Machete01,SM_Thug01_Machete01,StaticMesh,3,1536,,
Mob/Male/Thug/Default,Mob,Mob/Male/Thug,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/Thug/Weapon/Meshes/SM_Thug01_Machete02.SM_Thug01_Machete02,SM_Thug01_Machete02,StaticMesh,3,1695,,
Mob/Male/TraineeKnight/Default,Mob,Mob/Male/TraineeKnight,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Role/Meshes/SK_TraineeKnight01.SK_TraineeKnight01,SK_TraineeKnight01,SkeletalMesh,5,47688,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Role/Meshes/SK_TraineeKnight01_Skeleton.SK_TraineeKnight01_Skeleton,225
Mob/Male/TraineeKnight/Default,Mob,Mob/Male/TraineeKnight,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Axe.SK_TraineeKnight01_Axe,SK_TraineeKnight01_Axe,SkeletalMesh,5,5858,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Axe_Skeleton.SK_TraineeKnight01_Axe_Skeleton,6
Mob/Male/TraineeKnight/Default,Mob,Mob/Male/TraineeKnight,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Shield.SK_TraineeKnight01_Shield,SK_TraineeKnight01_Shield,SkeletalMesh,5,4100,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Shield_Skeleton.SK_TraineeKnight01_Shield_Skeleton,6
Mob/Male/TraineeKnight/Default,Mob,Mob/Male/TraineeKnight,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Sword.SK_TraineeKnight01_Sword,SK_TraineeKnight01_Sword,SkeletalMesh,5,2538,SilverPalace/Content/ArtRes/CharRes/Mob/Male/TraineeKnight/Weapon/Meshes/SK_TraineeKnight01_Sword_Skeleton.SK_TraineeKnight01_Sword_Skeleton,6
Mob/Manhole/ManholeCover/Default,Mob,Mob/Manhole/ManholeCover,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Manhole/ManholeCover/Role/Meshes/SK_ManholeCover01.SK_ManholeCover01,SK_ManholeCover01,SkeletalMesh,5,17629,SilverPalace/Content/ArtRes/CharRes/Mob/Manhole/ManholeCover/Role/Meshes/SK_ManholeCover01_Skeleton.SK_ManholeCover01_Skeleton,15
Mob/Manhole/ManholeCover/Default,Mob,Mob/Manhole/ManholeCover,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Manhole/ManholeCover/Role/Meshes/SM_ManholeCover02.SM_ManholeCover02,SM_ManholeCover02,SkeletalMesh,5,1660,SilverPalace/Content/ArtRes/CharRes/Mob/Manhole/ManholeCover/Role/Meshes/SM_ManholeCover02_Skeleton.SM_ManholeCover02_Skeleton,2
Mob/RabiesFemale/RabiesMaba/Default,Mob,Mob/RabiesFemale/RabiesMaba,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesFemale/RabiesMaba/Role/Meshes/SK_RabiesMaba01.SK_RabiesMaba01,SK_RabiesMaba01,SkeletalMesh,5,40766,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesFemale/RabiesMaba/Role/Meshes/SK_RabiesMaba01_Skeleton.SK_RabiesMaba01_Skeleton,168
Mob/RabiesFemale/RabiesMaba/Default,Mob,Mob/RabiesFemale/RabiesMaba,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesFemale/RabiesMaba/Weapon/Meshes/SM_RabiesMaba01_Knight.SM_RabiesMaba01_Knight,SM_RabiesMaba01_Knight,SkeletalMesh,5,336,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesFemale/RabiesMaba/Weapon/Meshes/SM_RabiesMaba01_Knight_Skeleton.SM_RabiesMaba01_Knight_Skeleton,3
Mob/RabiesMale/RabiesPaba/Default,Mob,Mob/RabiesMale/RabiesPaba,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesMale/RabiesPaba/Role/Meshes/SK_RabiesPaba01.SK_RabiesPaba01,SK_RabiesPaba01,SkeletalMesh,5,36335,SilverPalace/Content/ArtRes/CharRes/Mob/RabiesMale/RabiesPaba/Role/Meshes/SK_RabiesPaba01_Skeleton.SK_RabiesPaba01_Skeleton,141
Mob/Shield/MaidShield/Default,Mob,Mob/Shield/MaidShield,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Role/Meshes/SK_MaidShield01.SK_MaidShield01,SK_MaidShield01,SkeletalMesh,5,72735,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Role/Meshes/SK_MaidShield01_Skeleton.SK_MaidShield01_Skeleton,426
Mob/Shield/MaidShield/Default,Mob,Mob/Shield/MaidShield,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Weapon/Meshes/SK_MaidShield01_Besom01.SK_MaidShield01_Besom01,SK_MaidShield01_Besom01,SkeletalMesh,5,9992,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Weapon/Meshes/SK_MaidShield01_Besom01_Skeleton.SK_MaidShield01_Besom01_Skeleton,21
Mob/Shield/MaidShield/Default,Mob,Mob/Shield/MaidShield,Default,Default,Weapon,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Weapon/Meshes/SK_MaidShield01_Explosion.SK_MaidShield01_Explosion,SK_MaidShield01_Explosion,SkeletalMesh,5,7585,SilverPalace/Content/ArtRes/CharRes/Mob/Shield/MaidShield/Weapon/Meshes/SK_MaidShield01_Explosion_Skeleton.SK_MaidShield01_Explosion_Skeleton,6
