assembly_id,category,logical_character_id,display_name,visual_root,visual_variant,state,assembly_kind,mesh_count,skeletal_mesh_count,static_mesh_count,role_mesh_count,weapon_mesh_count,pet_mesh_count,summon_mesh_count,prop_mesh_count,state_mesh_count,maximum_lod_count,unique_skeleton_count,reference_bones_unique,skeleton_asset_bones_unique,animation_count_all,animation_duration_all_seconds,animation_count_core,animation_duration_core_seconds,material_package_count,texture_count
NPC/Class_A/210033/Default,NPC,NPC/Class_A/210033,210033,NPC/Class_A/210033,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,228,234,28,143.4999998807907,0,0,8,28
NPC/Class_A/210034/Default,NPC,NPC/Class_A/210034,210034,NPC/Class_A/210034,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,286,286,117,714.2666686177254,0,0,9,37
NPC/Class_A/210035/Default,NPC,NPC/Class_A/210035,210035,NPC/Class_A/210035,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,319,319,77,177.96666623279452,11,0.36666668578982353,10,35
NPC/Class_A/210036/Default,NPC,NPC/Class_A/210036,210036,NPC/Class_A/210036,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,236,337,0,0,0,0,9,36
NPC/Class_A/210037/Default,NPC,NPC/Class_A/210037,210037,NPC/Class_A/210037,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,201,201,14,10.966666854918003,10,0.3333333507180214,9,32
NPC/Class_A/210038/Default,NPC,NPC/Class_A/210038,210038,NPC/Class_A/210038,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,266,266,14,51.26666719093919,11,43.76666719093919,10,37
NPC/Class_A/210039/Default,NPC,NPC/Class_A/210039,210039,NPC/Class_A/210039,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,209,209,2,0.06666667014360428,2,0.06666667014360428,10,36
NPC/Class_A/210040/Default,NPC,NPC/Class_A/210040,210040,NPC/Class_A/210040,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,240,240,13,10.933333493769169,10,0.3333333507180214,9,35
NPC/Class_A/210041/Default,NPC,NPC/Class_A/210041,210041,NPC/Class_A/210041,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,223,223,35,1.1666667275130749,35,1.1666667275130749,8,27
NPC/Class_A/210042/Default,NPC,NPC/Class_A/210042,210042,NPC/Class_A/210042,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,221,221,43,1.7666667476296425,43,1.7666667476296425,9,35
NPC/Class_A/210043/Default,NPC,NPC/Class_A/210043,210043,NPC/Class_A/210043,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,190,190,35,1.1666667275130749,35,1.1666667275130749,9,31
NPC/Class_A/210044/Default,NPC,NPC/Class_A/210044,210044,NPC/Class_A/210044,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,191,191,9,44.8666672706604,0,0,7,24
NPC/Class_A/210045/Default,NPC,NPC/Class_A/210045,210045,NPC/Class_A/210045,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,258,354,8,27.566667146980762,2,0.06666667014360428,9,36
NPC/Class_A/210046/Default,NPC,NPC/Class_A/210046,210046,NPC/Class_A/210046,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,346,346,45,29.233333840966225,36,1.200000062584877,10,37
NPC/Class_A/210047/Default,NPC,NPC/Class_A/210047,210047,NPC/Class_A/210047,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,387,387,3,0.10000000521540642,3,0.10000000521540642,10,36
NPC/Class_A/210048/Default,NPC,NPC/Class_A/210048,210048,NPC/Class_A/210048,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,352,352,10,30.066667079925537,0,0,10,36
NPC/Class_A/210049/Default,NPC,NPC/Class_A/210049,210049,NPC/Class_A/210049,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,214,214,2,0.06666667014360428,2,0.06666667014360428,10,36
NPC/Class_A/210050/Default,NPC,NPC/Class_A/210050,210050,NPC/Class_A/210050,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,267,267,15,106.03333258628845,2,54.66666603088379,10,35
NPC/Class_A/210051/Default,NPC,NPC/Class_A/210051,210051,NPC/Class_A/210051,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,242,242,35,1.1666667275130749,35,1.1666667275130749,9,29
NPC/Class_A/210052/Default,NPC,NPC/Class_A/210052,210052,NPC/Class_A/210052,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,240,240,10,52.86666837707162,1,0.03333333507180214,9,32
NPC/Class_A/210053/Default,NPC,NPC/Class_A/210053,210053,NPC/Class_A/210053,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,291,291,8,27.566667146980762,2,0.06666667014360428,10,36
NPC/Class_A/210054/Default,NPC,NPC/Class_A/210054,210054,NPC/Class_A/210054,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,239,239,2,0.06666667014360428,2,0.06666667014360428,9,31
NPC/Class_A/210055/Default,NPC,NPC/Class_A/210055,210055,NPC/Class_A/210055,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,234,335,69,249.8999992609024,1,27.866666793823242,8,32
NPC/Class_A/210056/Default,NPC,NPC/Class_A/210056,210056,NPC/Class_A/210056,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,313,327,0,0,0,0,9,32
NPC/Class_A/210057/Default,NPC,NPC/Class_A/210057,210057,NPC/Class_A/210057,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,191,290,2,0.06666667014360428,2,0.06666667014360428,9,32
NPC/Class_A/210058/Default,NPC,NPC/Class_A/210058,210058,NPC/Class_A/210058,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,241,327,21,86.76666700839996,0,0,8,31
NPC/Class_A/210059/Default,NPC,NPC/Class_A/210059,210059,NPC/Class_A/210059,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,190,190,2,0.06666667014360428,2,0.06666667014360428,2,10
NPC/Class_A/210060/Default,NPC,NPC/Class_A/210060,210060,NPC/Class_A/210060,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,203,203,10,23.300000734627247,2,0.06666667014360428,9,31
NPC/Class_A/210061/Default,NPC,NPC/Class_A/210061,210061,NPC/Class_A/210061,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,207,209,42,3.7333334498107433,42,3.7333334498107433,6,29
NPC/Class_A/210062/Default,NPC,NPC/Class_A/210062,210062,NPC/Class_A/210062,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,315,315,2,0.06666667014360428,2,0.06666667014360428,9,33
NPC/Class_A/210063/Default,NPC,NPC/Class_A/210063,210063,NPC/Class_A/210063,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,297,297,43,1.433333408087492,43,1.433333408087492,10,36
NPC/Class_A/210064/Default,NPC,NPC/Class_A/210064,210064,NPC/Class_A/210064,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,230,230,1,5.366666793823242,0,0,5,24
NPC/Class_A/210065/Default,NPC,NPC/Class_A/210065,210065,NPC/Class_A/210065,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,288,288,72,260.1666651107371,3,34.29999974742532,10,35
NPC/Class_A/210066/Default,NPC,NPC/Class_A/210066,210066,NPC/Class_A/210066,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,257,257,6,37.400000639259815,6,37.400000639259815,10,37
NPC/Class_A/210067/Default,NPC,NPC/Class_A/210067,210067,NPC/Class_A/210067,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,249,249,17,80.7000002861023,0,0,9,32
NPC/Class_A/210068/Default,NPC,NPC/Class_A/210068,210068,NPC/Class_A/210068,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,237,239,9,10.433333404362202,2,0.06666667014360428,9,30
NPC/Class_A/210069/Default,NPC,NPC/Class_A/210069,210069,NPC/Class_A/210069,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,189,189,2,0.06666667014360428,2,0.06666667014360428,8,24
NPC/Class_A/210070/Default,NPC,NPC/Class_A/210070,210070,NPC/Class_A/210070,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,213,213,0,0,0,0,9,32
NPC/Class_A/210071/Default,NPC,NPC/Class_A/210071,210071,NPC/Class_A/210071,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,206,206,0,0,0,0,9,30
NPC/Class_A/210072/Default,NPC,NPC/Class_A/210072,210072,NPC/Class_A/210072,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,354,362,11,30.766667127609253,0,0,10,35
NPC/Class_A/210073/Default,NPC,NPC/Class_A/210073,210073,NPC/Class_A/210073,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,441,441,51,140.7999990656972,3,20.066666670143604,10,36
NPC/Class_A/210074/Default,NPC,NPC/Class_A/210074,210074,NPC/Class_A/210074,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,320,320,0,0,0,0,3,14
NPC/Class_A/210075/Default,NPC,NPC/Class_A/210075,210075,NPC/Class_A/210075,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,276,276,74,453.56666791439056,1,25.66666603088379,9,32
NPC/Class_A/210076/Default,NPC,NPC/Class_A/210076,210076,NPC/Class_A/210076,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,229,234,45,27.93333412334323,44,25.766667377203703,10,36
NPC/Class_A/210077/Default,NPC,NPC/Class_A/210077,210077,NPC/Class_A/210077,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,266,268,48,27.933333408087492,44,12.433333408087492,10,36
NPC/Class_A/210078/Default,NPC,NPC/Class_A/210078,210078,NPC/Class_A/210078,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,313,313,43,74.70000261440873,43,74.70000261440873,10,35
NPC/Class_A/210079/Default,NPC,NPC/Class_A/210079,210079,NPC/Class_A/210079,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,320,320,0,0,0,0,3,13
NPC/Class_A/210080/Default,NPC,NPC/Class_A/210080,210080,NPC/Class_A/210080,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,313,313,46,150.4666657447815,1,22.399999618530273,10,36
NPC/Class_A/210081/Default,NPC,NPC/Class_A/210081,210081,NPC/Class_A/210081,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,203,203,49,6.300000172108412,49,6.300000172108412,8,26
NPC/Class_A/210082/Default,NPC,NPC/Class_A/210082,210082,NPC/Class_A/210082,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,191,193,49,6.333333503454924,49,6.333333503454924,7,23
NPC/Class_A/210083/Default,NPC,NPC/Class_A/210083,210083,NPC/Class_A/210083,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,193,193,43,1.433333408087492,43,1.433333408087492,9,32
NPC/Class_A/210084/Default,NPC,NPC/Class_A/210084,210084,NPC/Class_A/210084,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,401,401,5,14.433333821594715,2,0.06666667014360428,10,36
NPC/Class_A/210085/Default,NPC,NPC/Class_A/210085,210085,NPC/Class_A/210085,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,274,366,7,12.233333177864552,2,0.06666667014360428,9,33
NPC/Class_A/210086/Default,NPC,NPC/Class_A/210086,210086,NPC/Class_A/210086,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,278,278,2,0.06666667014360428,2,0.06666667014360428,10,35
NPC/Class_A/210087/Default,NPC,NPC/Class_A/210087,210087,NPC/Class_A/210087,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,220,220,35,1.1666667275130749,35,1.1666667275130749,8,33
NPC/Class_A/210088/Default,NPC,NPC/Class_A/210088,210088,NPC/Class_A/210088,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,254,254,39,3.2666667737066746,39,3.2666667737066746,7,27
NPC/Class_A/210089/Default,NPC,NPC/Class_A/210089,210089,NPC/Class_A/210089,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,252,252,2,0.06666667014360428,2,0.06666667014360428,9,32
NPC/Class_A/210090/Default,NPC,NPC/Class_A/210090,210090,NPC/Class_A/210090,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,238,238,2,0.06666667014360428,2,0.06666667014360428,7,27
NPC/Class_A/210091/Default,NPC,NPC/Class_A/210091,210091,NPC/Class_A/210091,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,237,237,3,0.10000000521540642,3,0.10000000521540642,8,26
NPC/Class_A/210092/Default,NPC,NPC/Class_A/210092,210092,NPC/Class_A/210092,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,210,210,0,0,0,0,5,26
NPC/Class_A/210093/Default,NPC,NPC/Class_A/210093,210093,NPC/Class_A/210093,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,210,210,0,0,0,0,8,32
NPC/Class_A/210094/Default,NPC,NPC/Class_A/210094,210094,NPC/Class_A/210094,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,211,211,0,0,0,0,5,25
NPC/Class_A/210095/Default,NPC,NPC/Class_A/210095,210095,NPC/Class_A/210095,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,210,210,0,0,0,0,5,25
NPC/Class_A/210100/Default,NPC,NPC/Class_A/210100,210100,NPC/Class_A/210100,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,259,259,0,0,0,0,2,8
NPC/Class_A/210102/Default,NPC,NPC/Class_A/210102,210102,NPC/Class_A/210102,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,312,431,131,883.7666700482368,1,15.666666984558105,7,31
NPC/Class_A/210105/Default,NPC,NPC/Class_A/210105,210105,NPC/Class_A/210105,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,242,242,51,262.8666673898697,0,0,9,29
NPC/Class_A/210106/Default,NPC,NPC/Class_A/210106,210106,NPC/Class_A/210106,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,307,307,90,464.133337110281,0,0,10,33
NPC/Class_A/210107/Default,NPC,NPC/Class_A/210107,210107,NPC/Class_A/210107,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,219,255,20,226.7333345413208,0,0,10,36
NPC/Class_A/210110/Default,NPC,NPC/Class_A/210110,210110,NPC/Class_A/210110,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,272,272,68,409.73333132267,0,0,9,29
NPC/Class_A/210111/Default,NPC,NPC/Class_A/210111,210111,NPC/Class_A/210111,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,193,193,0,0,0,0,4,19
NPC/Class_A/210112/Default,NPC,NPC/Class_A/210112,210112,NPC/Class_A/210112,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,189,189,6,0.20000001043081284,6,0.20000001043081284,8,31
NPC/Class_A/210113/Default,NPC,NPC/Class_A/210113,210113,NPC/Class_A/210113,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,301,301,3,31.433333907276392,1,0.03333333507180214,10,35
NPC/Class_A/210114/Default,NPC,NPC/Class_A/210114,210114,NPC/Class_A/210114,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,272,272,157,1056.599999256432,3,13.73333365470171,10,35
NPC/Class_A/210116/Default,NPC,NPC/Class_A/210116,210116,NPC/Class_A/210116,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,217,225,8,16.299999952316284,0,0,9,36
NPC/Class_A/210117/Default,NPC,NPC/Class_A/210117,210117,NPC/Class_A/210117,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,281,281,22,50.46666730940342,4,0.13333334028720856,10,35
NPC/Class_A/210118/Default,NPC,NPC/Class_A/210118,210118,NPC/Class_A/210118,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,302,302,126,733.5666652172804,2,54.99999809265137,9,32
NPC/Class_A/210119/Default,NPC,NPC/Class_A/210119,210119,NPC/Class_A/210119,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,343,343,0,0,0,0,10,35
NPC/Class_A/210120/Default,NPC,NPC/Class_A/210120,210120,NPC/Class_A/210120,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,337,337,0,0,0,0,10,36
NPC/Class_A/210121/Default,NPC,NPC/Class_A/210121,210121,NPC/Class_A/210121,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,246,246,1,24.600000381469727,1,24.600000381469727,5,24
NPC/Class_A/210122/Default,NPC,NPC/Class_A/210122,210122,NPC/Class_A/210122,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,205,205,0,0,0,0,9,31
NPC/Class_A/210123/Default,NPC,NPC/Class_A/210123,210123,NPC/Class_A/210123,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,182,182,0,0,0,0,9,31
NPC/Class_A/210124/Default,NPC,NPC/Class_A/210124,210124,NPC/Class_A/210124,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,183,183,1,13.866666793823242,1,13.866666793823242,5,24
NPC/Class_A/210125/Default,NPC,NPC/Class_A/210125,210125,NPC/Class_A/210125,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,251,251,2,38.933332443237305,2,38.933332443237305,10,35
NPC/Class_A/210126/Default,NPC,NPC/Class_A/210126,210126,NPC/Class_A/210126,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,200,200,0,0,0,0,8,33
NPC/Class_A/210127/Default,NPC,NPC/Class_A/210127,210127,NPC/Class_A/210127,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,217,219,0,0,0,0,8,33
NPC/Class_A/210128/Default,NPC,NPC/Class_A/210128,210128,NPC/Class_A/210128,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,241,253,0,0,0,0,9,31
NPC/Class_A/210129/Default,NPC,NPC/Class_A/210129,210129,NPC/Class_A/210129,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,242,242,0,0,0,0,9,29
NPC/Class_A/210130/Default,NPC,NPC/Class_A/210130,210130,NPC/Class_A/210130,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,288,288,2,20.866666793823242,2,20.866666793823242,9,29
NPC/Class_A/210131/Default,NPC,NPC/Class_A/210131,210131,NPC/Class_A/210131,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,228,228,0,0,0,0,10,33
NPC/Class_A/210132/Default,NPC,NPC/Class_A/210132,210132,NPC/Class_A/210132,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,210,210,0,0,0,0,8,33
NPC/Class_A/210133/Default,NPC,NPC/Class_A/210133,210133,NPC/Class_A/210133,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,195,197,0,0,0,0,4,19
NPC/Class_A/210134/Default,NPC,NPC/Class_A/210134,210134,NPC/Class_A/210134,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,225,225,0,0,0,0,3,13
NPC/Class_A/210135/Default,NPC,NPC/Class_A/210135,210135,NPC/Class_A/210135,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,130,130,155,750.783337444067,2,10.333333253860474,2,9
NPC/Class_A/210136/Default,NPC,NPC/Class_A/210136,210136,NPC/Class_A/210136,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,185,185,3,29.43333339691162,0,0,3,16
NPC/Class_A/210137/Default,NPC,NPC/Class_A/210137,210137,NPC/Class_A/210137,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,233,233,47,122.3666660785675,0,0,10,35
NPC/Class_A/210140/Default,NPC,NPC/Class_A/210140,210140,NPC/Class_A/210140,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,230,230,64,519.6666672825813,3,56.666666984558105,9,31
NPC/Class_A/210141/Default,NPC,NPC/Class_A/210141,210141,NPC/Class_A/210141,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,191,191,3,5.600000057369471,1,0.03333333507180214,9,33
NPC/Class_A/210142/Default,NPC,NPC/Class_A/210142,210142,NPC/Class_A/210142,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,194,196,0,0,0,0,4,19
NPC/Class_A/210144/Default,NPC,NPC/Class_A/210144,210144,NPC/Class_A/210144,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,265,303,18,82.09999918937683,0,0,9,31
NPC/Class_A/210145/Default,NPC,NPC/Class_A/210145,210145,NPC/Class_A/210145,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,318,347,67,249.900000333786,1,28.33333396911621,10,35
NPC/Class_A/210146/Default,NPC,NPC/Class_A/210146,210146,NPC/Class_A/210146,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,251,251,5,6.933333516120911,0,0,9,31
NPC/Class_A/210147/Default,NPC,NPC/Class_A/210147,210147,NPC/Class_A/210147,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,280,280,2,5.5666667222976685,0,0,10,35
NPC/Class_A/210148/Default,NPC,NPC/Class_A/210148,210148,NPC/Class_A/210148,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,222,260,2,5.5666667222976685,0,0,10,35
NPC/Class_A/210149/Default,NPC,NPC/Class_A/210149,210149,NPC/Class_A/210149,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,236,288,16,100.16666674613953,1,20.0,10,35
NPC/Class_A/210150/Default,NPC,NPC/Class_A/210150,210150,NPC/Class_A/210150,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,241,241,2,5.5666667222976685,0,0,10,38
NPC/Class_A/210151/Default,NPC,NPC/Class_A/210151,210151,NPC/Class_A/210151,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,254,254,0,0,0,0,7,27
NPC/Class_A/210152/Default,NPC,NPC/Class_A/210152,210152,NPC/Class_A/210152,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,212,212,26,107.60000032186508,2,6.0,9,31
NPC/Class_A/210153/Default,NPC,NPC/Class_A/210153,210153,NPC/Class_A/210153,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,342,342,173,644.7666681483388,115,351.53333277255297,9,26
NPC/Class_A/210154/Default,NPC,NPC/Class_A/210154,210154,NPC/Class_A/210154,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,276,276,2,5.5666667222976685,0,0,10,35
NPC/Class_A/210155/Default,NPC,NPC/Class_A/210155,210155,NPC/Class_A/210155,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,350,350,4,32.83333349227905,1,20.0,10,35
NPC/Class_A/210156/Default,NPC,NPC/Class_A/210156,210156,NPC/Class_A/210156,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,216,216,0,0,0,0,9,31
NPC/Class_A/210157/Default,NPC,NPC/Class_A/210157,210157,NPC/Class_A/210157,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,207,207,20,103.33333390951157,0,0,9,31
NPC/Class_A/210158/Default,NPC,NPC/Class_A/210158,210158,NPC/Class_A/210158,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,370,378,5,40.23333430290222,0,0,9,27
NPC/Class_A/210159/Default,NPC,NPC/Class_A/210159,210159,NPC/Class_A/210159,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,365,365,0,0,0,0,9,27
NPC/Class_A/210161/Default,NPC,NPC/Class_A/210161,210161,NPC/Class_A/210161,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,412,617,25,161.20000106841326,4,39.06666762381792,9,32
NPC/Class_A/210162/Default,NPC,NPC/Class_A/210162,210162,NPC/Class_A/210162,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,412,412,0,0,0,0,9,32
NPC/Class_A/210163/Default,NPC,NPC/Class_A/210163,210163,NPC/Class_A/210163,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,276,276,13,77.49999937415123,1,0.3333333432674408,9,33
NPC/Class_A/210164/Default,NPC,NPC/Class_A/210164,210164,NPC/Class_A/210164,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,239,277,60,454.53333258628845,0,0,9,30
NPC/Class_A/210165/Default,NPC,NPC/Class_A/210165,210165,NPC/Class_A/210165,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,236,238,52,273.66666638851166,0,0,9,31
NPC/Class_A/210166/Default,NPC,NPC/Class_A/210166,210166,NPC/Class_A/210166,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,217,217,0,0,0,0,8,26
NPC/Class_A/210167/Default,NPC,NPC/Class_A/210167,210167,NPC/Class_A/210167,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,249,249,0,0,0,0,8,27
NPC/Class_A/210168/Default,NPC,NPC/Class_A/210168,210168,NPC/Class_A/210168,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,212,212,1,50.0,1,50.0,8,27
NPC/Class_A/210169/Default,NPC,NPC/Class_A/210169,210169,NPC/Class_A/210169,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,268,268,9,66.06666660308838,1,17.866666793823242,9,34
NPC/Class_A/210170/Default,NPC,NPC/Class_A/210170,210170,NPC/Class_A/210170,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,266,266,1,19.933332443237305,1,19.933332443237305,9,32
NPC/Class_A/210171/Default,NPC,NPC/Class_A/210171,210171,NPC/Class_A/210171,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,265,265,1,31.33333396911621,1,31.33333396911621,9,33
NPC/Class_A/210172/Default,NPC,NPC/Class_A/210172,210172,NPC/Class_A/210172,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,227,227,1,17.866666793823242,1,17.866666793823242,8,27
NPC/Class_A/210173/Default,NPC,NPC/Class_A/210173,210173,NPC/Class_A/210173,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,224,225,3,33.46666741371155,1,31.33333396911621,8,28
NPC/Class_A/210174/Default,NPC,NPC/Class_A/210174,210174,NPC/Class_A/210174,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,233,233,0,0,0,0,8,26
NPC/Class_A/210175/Default,NPC,NPC/Class_A/210175,210175,NPC/Class_A/210175,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,204,206,1,23.53333282470703,1,23.53333282470703,4,19
NPC/Class_A/210176/Default,NPC,NPC/Class_A/210176,210176,NPC/Class_A/210176,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,209,209,5,14.93333351612091,0,0,3,13
NPC/Class_A/210177/Default,NPC,NPC/Class_A/210177,210177,NPC/Class_A/210177,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,220,258,3,11.633332967758179,0,0,8,27
NPC/Class_A/210178/Default,NPC,NPC/Class_A/210178,210178,NPC/Class_A/210178,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,277,277,1,21.866666793823242,1,21.866666793823242,8,27
