assembly_id,logical_character_id,width,height,resolution,texture_count
Mob/Fish/SilverFishGravity/Default,Mob/Fish/SilverFish,1024,1024,1024×1024,5
Mob/Fish/SilverFishGravity/Default,Mob/Fish/SilverFish,1024,512,1024×512,1
Mob/Fish/SilverFishGravity/Default,Mob/Fish/SilverFish,512,512,512×512,5
Mob/Fish/SilverFishGravity/Default,Mob/Fish/SilverFish,256,256,256×256,1
Mob/Fish/SilverFishIce/Default,Mob/Fish/SilverFish,2048,2048,2048×2048,3
Mob/Fish/SilverFishIce/Default,Mob/Fish/SilverFish,1024,1024,1024×1024,6
Mob/Fish/SilverFishIce/Default,Mob/Fish/SilverFish,512,512,512×512,3
Mob/Fish/SilverFishIce/Default,Mob/Fish/SilverFish,256,256,256×256,4
Mob/Fish/SilverFishRust/Default,Mob/Fish/SilverFish,2048,2048,2048×2048,3
Mob/Fish/SilverFishRust/Default,Mob/Fish/SilverFish,1024,1024,1024×1024,4
Mob/Fish/SilverFishRust/Default,Mob/Fish/SilverFish,512,512,512×512,2
Mob/Fish/SilverFishRust/Default,Mob/Fish/SilverFish,256,256,256×256,3
Mob/Fish/SilverFishSilver/Default,Mob/Fish/SilverFish,2048,2048,2048×2048,4
Mob/Fish/SilverFishSilver/Default,Mob/Fish/SilverFish,1024,1024,1024×1024,4
Mob/Fish/SilverFishSilver/Default,Mob/Fish/SilverFish,1024,512,1024×512,1
Mob/Fish/SilverFishSilver/Default,Mob/Fish/SilverFish,512,512,512×512,2
Mob/Fish/SilverFishSilver/Default,Mob/Fish/SilverFish,256,256,256×256,3
Mob/Guard/GuardKnight/Default,Mob/Guard/GuardKnight,2048,2048,2048×2048,4
Mob/Guard/GuardKnight/Default,Mob/Guard/GuardKnight,1024,1024,1024×1024,5
Mob/Guard/GuardKnight/Default,Mob/Guard/GuardKnight,512,512,512×512,2
Mob/Harpy/HarpyDefault/Default,Mob/Harpy/HarpyDefault,2048,2048,2048×2048,6
Mob/Harpy/HarpyDefault/Default,Mob/Harpy/HarpyDefault,1024,1024,1024×1024,5
Mob/Harpy/HarpyDefault/Default,Mob/Harpy/HarpyDefault,512,512,512×512,1
Mob/Harpy/HarpyDefault/Default,Mob/Harpy/HarpyDefault,256,256,256×256,1
Mob/Male/Butler/Default,Mob/Male/Butler,2048,2048,2048×2048,4
Mob/Male/Butler/Default,Mob/Male/Butler,1024,1024,1024×1024,8
Mob/Male/Butler/Default,Mob/Male/Butler,512,512,512×512,10
Mob/Male/Butler/Default,Mob/Male/Butler,256,256,256×256,1
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,2048,2048,2048×2048,8
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,1024,1024,1024×1024,8
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,1024,512,1024×512,2
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,512,512,512×512,2
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,512,256,512×256,4
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,256,256,256×256,3
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,128,128,128×128,9
Mob/Male/Enforcer/Default,Mob/Male/Enforcer,64,64,64×64,2
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,2048,2048,2048×2048,4
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,1024,1024,1024×1024,3
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,1024,512,1024×512,2
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,512,512,512×512,1
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,512,256,512×256,2
Mob/Male/EnforcerLeader/Default,Mob/Male/EnforcerLeader,256,256,256×256,1
Mob/Male/HoodieLeader/Default,Mob/Male/HoodieLeader,2048,2048,2048×2048,5
Mob/Male/HoodieLeader/Default,Mob/Male/HoodieLeader,1024,1024,1024×1024,9
Mob/Male/HoodieLeader/Default,Mob/Male/HoodieLeader,512,512,512×512,9
Mob/Male/HoodieLeader/Default,Mob/Male/HoodieLeader,256,256,256×256,2
Mob/Male/HoodieLeader/Default,Mob/Male/HoodieLeader,128,128,128×128,1
Mob/Male/HoodieMan/Default,Mob/Male/HoodieMan,2048,2048,2048×2048,3
Mob/Male/HoodieMan/Default,Mob/Male/HoodieMan,1024,1024,1024×1024,7
Mob/Male/HoodieMan/Default,Mob/Male/HoodieMan,512,512,512×512,6
Mob/Male/HoodieMan/Default,Mob/Male/HoodieMan,256,256,256×256,1
Mob/Male/HoodieMan/Default,Mob/Male/HoodieMan,128,128,128×128,1
Mob/Male/Ork/Default,Mob/Male/Ork,2048,2048,2048×2048,4
Mob/Male/Ork/Default,Mob/Male/Ork,1024,1024,1024×1024,5
Mob/Male/Ork/Default,Mob/Male/Ork,512,256,512×256,2
Mob/Male/Ork/Default,Mob/Male/Ork,256,128,256×128,1
Mob/Male/Thug/Default,Mob/Male/Thug,2048,2048,2048×2048,6
Mob/Male/Thug/Default,Mob/Male/Thug,1024,1024,1024×1024,9
Mob/Male/Thug/Default,Mob/Male/Thug,512,512,512×512,5
Mob/Male/Thug/Default,Mob/Male/Thug,512,256,512×256,2
Mob/Male/Thug/Default,Mob/Male/Thug,256,128,256×128,1
Mob/Male/TraineeKnight/Default,Mob/Male/TraineeKnight,2048,2048,2048×2048,2
Mob/Male/TraineeKnight/Default,Mob/Male/TraineeKnight,1024,1024,1024×1024,8
Mob/Male/TraineeKnight/Default,Mob/Male/TraineeKnight,1024,512,1024×512,2
Mob/Male/TraineeKnight/Default,Mob/Male/TraineeKnight,512,512,512×512,6
Mob/Male/TraineeKnight/Default,Mob/Male/TraineeKnight,512,256,512×256,2
Mob/Manhole/ManholeCover/Default,Mob/Manhole/ManholeCover,2048,2048,2048×2048,2
Mob/Manhole/ManholeCover/Default,Mob/Manhole/ManholeCover,1024,1024,1024×1024,2
Mob/Manhole/ManholeCover/Default,Mob/Manhole/ManholeCover,512,512,512×512,1
Mob/Manhole/ManholeCover/Default,Mob/Manhole/ManholeCover,256,256,256×256,1
Mob/RabiesFemale/RabiesMaba/Default,Mob/RabiesFemale/RabiesMaba,2048,2048,2048×2048,5
Mob/RabiesFemale/RabiesMaba/Default,Mob/RabiesFemale/RabiesMaba,1024,1024,1024×1024,13
Mob/RabiesFemale/RabiesMaba/Default,Mob/RabiesFemale/RabiesMaba,512,512,512×512,7
Mob/RabiesFemale/RabiesMaba/Default,Mob/RabiesFemale/RabiesMaba,256,256,256×256,3
Mob/RabiesMale/RabiesPaba/Default,Mob/RabiesMale/RabiesPaba,2048,2048,2048×2048,6
Mob/RabiesMale/RabiesPaba/Default,Mob/RabiesMale/RabiesPaba,1024,1024,1024×1024,12
Mob/RabiesMale/RabiesPaba/Default,Mob/RabiesMale/RabiesPaba,512,512,512×512,8
Mob/RabiesMale/RabiesPaba/Default,Mob/RabiesMale/RabiesPaba,256,256,256×256,2
Mob/Shield/MaidShield/Default,Mob/Shield/MaidShield,2048,2048,2048×2048,6
Mob/Shield/MaidShield/Default,Mob/Shield/MaidShield,1024,1024,1024×1024,20
Mob/Shield/MaidShield/Default,Mob/Shield/MaidShield,512,512,512×512,15
Mob/Shield/MaidShield/Default,Mob/Shield/MaidShield,256,256,256×256,4
Mob/WaxMaskMan/WaxMaskMale/Default,Mob/WaxMaskMan/WaxMaskMale,2048,2048,2048×2048,8
Mob/WaxMaskMan/WaxMaskMale/Default,Mob/WaxMaskMan/WaxMaskMale,1024,1024,1024×1024,8
Mob/WaxMaskMan/WaxMaskMale/Default,Mob/WaxMaskMan/WaxMaskMale,512,512,512×512,3
Mob/WaxMaskMan/WaxMaskMale/Default,Mob/WaxMaskMan/WaxMaskMale,128,128,128×128,1
Mob/WaxMaskWoman/WaxMaskFemale/Default,Mob/WaxMaskWoman/WaxMaskFemale,2048,2048,2048×2048,7
Mob/WaxMaskWoman/WaxMaskFemale/Default,Mob/WaxMaskWoman/WaxMaskFemale,1024,1024,1024×1024,6
Mob/WaxMaskWoman/WaxMaskFemale/Default,Mob/WaxMaskWoman/WaxMaskFemale,512,512,512×512,4
Mob/WaxMaskWoman/WaxMaskFemale/Default,Mob/WaxMaskWoman/WaxMaskFemale,256,256,256×256,1
Mob/WaxMaskWoman/WaxMaskFemale/Default,Mob/WaxMaskWoman/WaxMaskFemale,128,128,128×128,1
Mob/Werewolf/WerewolfDefault/Default,Mob/Werewolf/WerewolfDefault,2048,2048,2048×2048,6
Mob/Werewolf/WerewolfDefault/Default,Mob/Werewolf/WerewolfDefault,1024,1024,1024×1024,8
Mob/Werewolf/WerewolfDefault/Default,Mob/Werewolf/WerewolfDefault,512,512,512×512,5
NPC/Class_A/201005/Default,NPC/Class_A/201005,2048,2048,2048×2048,5
NPC/Class_A/201005/Default,NPC/Class_A/201005,1024,1024,1024×1024,7
NPC/Class_A/201005/Default,NPC/Class_A/201005,512,512,512×512,10
NPC/Class_A/201005/Default,NPC/Class_A/201005,256,256,256×256,3
NPC/Class_A/201005/Default,NPC/Class_A/201005,128,128,128×128,1
NPC/Class_A/201005/Default,NPC/Class_A/201005,64,64,64×64,1
NPC/Class_A/201016/Default,NPC/Class_A/201016,2048,2048,2048×2048,5
NPC/Class_A/201016/Default,NPC/Class_A/201016,1024,1024,1024×1024,9
NPC/Class_A/201016/Default,NPC/Class_A/201016,512,512,512×512,11
NPC/Class_A/201016/Default,NPC/Class_A/201016,256,256,256×256,4
NPC/Class_A/201016/Default,NPC/Class_A/201016,128,128,128×128,2
NPC/Class_A/201016/Default,NPC/Class_A/201016,64,64,64×64,1
NPC/Class_A/203016/Default,NPC/Class_A/203016,2048,2048,2048×2048,2
NPC/Class_A/203016/Default,NPC/Class_A/203016,1024,1024,1024×1024,2
NPC/Class_A/203016/Default,NPC/Class_A/203016,512,512,512×512,1
NPC/Class_A/203016/Default,NPC/Class_A/203016,128,128,128×128,1
NPC/Class_A/203017/Default,NPC/Class_A/203017,2048,2048,2048×2048,2
NPC/Class_A/203017/Default,NPC/Class_A/203017,1024,1024,1024×1024,2
NPC/Class_A/203017/Default,NPC/Class_A/203017,512,512,512×512,1
NPC/Class_A/203017/Default,NPC/Class_A/203017,128,128,128×128,1
NPC/Class_A/203018/Default,NPC/Class_A/203018,2048,2048,2048×2048,2
NPC/Class_A/203018/Default,NPC/Class_A/203018,1024,1024,1024×1024,2
NPC/Class_A/210001/Default,NPC/Class_A/210001,2048,2048,2048×2048,3
NPC/Class_A/210001/Default,NPC/Class_A/210001,1024,1024,1024×1024,13
NPC/Class_A/210001/Default,NPC/Class_A/210001,512,512,512×512,13
NPC/Class_A/210001/Default,NPC/Class_A/210001,256,256,256×256,6
NPC/Class_A/210001/Default,NPC/Class_A/210001,128,128,128×128,1
NPC/Class_A/210001/Default,NPC/Class_A/210001,64,64,64×64,1
NPC/Class_A/210002/Default,NPC/Class_A/210002,2048,2048,2048×2048,3
NPC/Class_A/210002/Default,NPC/Class_A/210002,1024,1024,1024×1024,14
NPC/Class_A/210002/Default,NPC/Class_A/210002,512,512,512×512,12
NPC/Class_A/210002/Default,NPC/Class_A/210002,256,256,256×256,6
NPC/Class_A/210002/Default,NPC/Class_A/210002,128,128,128×128,1
NPC/Class_A/210002/Default,NPC/Class_A/210002,64,64,64×64,1
NPC/Class_A/210003/Default,NPC/Class_A/210003,2048,2048,2048×2048,3
NPC/Class_A/210003/Default,NPC/Class_A/210003,1024,1024,1024×1024,13
NPC/Class_A/210003/Default,NPC/Class_A/210003,512,512,512×512,12
NPC/Class_A/210003/Default,NPC/Class_A/210003,256,256,256×256,5
NPC/Class_A/210003/Default,NPC/Class_A/210003,128,128,128×128,1
NPC/Class_A/210003/Default,NPC/Class_A/210003,64,64,64×64,1
NPC/Class_A/210004/Default,NPC/Class_A/210004,2048,2048,2048×2048,3
NPC/Class_A/210004/Default,NPC/Class_A/210004,1024,1024,1024×1024,13
NPC/Class_A/210004/Default,NPC/Class_A/210004,512,512,512×512,14
NPC/Class_A/210004/Default,NPC/Class_A/210004,256,256,256×256,6
NPC/Class_A/210004/Default,NPC/Class_A/210004,128,128,128×128,2
NPC/Class_A/210004/Default,NPC/Class_A/210004,64,64,64×64,1
NPC/Class_A/210005/Default,NPC/Class_A/210005,2048,2048,2048×2048,3
NPC/Class_A/210005/Default,NPC/Class_A/210005,1024,1024,1024×1024,11
NPC/Class_A/210005/Default,NPC/Class_A/210005,512,512,512×512,15
NPC/Class_A/210005/Default,NPC/Class_A/210005,256,256,256×256,6
NPC/Class_A/210005/Default,NPC/Class_A/210005,128,128,128×128,2
NPC/Class_A/210005/Default,NPC/Class_A/210005,64,64,64×64,1
NPC/Class_A/210006/Default,NPC/Class_A/210006,2048,2048,2048×2048,3
NPC/Class_A/210006/Default,NPC/Class_A/210006,1024,1024,1024×1024,10
NPC/Class_A/210006/Default,NPC/Class_A/210006,512,512,512×512,12
NPC/Class_A/210006/Default,NPC/Class_A/210006,256,256,256×256,5
NPC/Class_A/210006/Default,NPC/Class_A/210006,128,128,128×128,1
NPC/Class_A/210006/Default,NPC/Class_A/210006,64,64,64×64,1
NPC/Class_A/210007/Default,NPC/Class_A/210007,2048,2048,2048×2048,3
NPC/Class_A/210007/Default,NPC/Class_A/210007,1024,1024,1024×1024,11
NPC/Class_A/210007/Default,NPC/Class_A/210007,512,512,512×512,12
NPC/Class_A/210007/Default,NPC/Class_A/210007,256,256,256×256,6
NPC/Class_A/210007/Default,NPC/Class_A/210007,128,128,128×128,2
NPC/Class_A/210007/Default,NPC/Class_A/210007,64,64,64×64,1
NPC/Class_A/210008/Default,NPC/Class_A/210008,2048,2048,2048×2048,3
NPC/Class_A/210008/Default,NPC/Class_A/210008,1024,1024,1024×1024,10
NPC/Class_A/210008/Default,NPC/Class_A/210008,512,512,512×512,13
NPC/Class_A/210008/Default,NPC/Class_A/210008,256,256,256×256,7
NPC/Class_A/210008/Default,NPC/Class_A/210008,128,128,128×128,2
NPC/Class_A/210008/Default,NPC/Class_A/210008,64,64,64×64,1
NPC/Class_A/210009/Default,NPC/Class_A/210009,2048,2048,2048×2048,3
NPC/Class_A/210009/Default,NPC/Class_A/210009,1024,1024,1024×1024,10
NPC/Class_A/210009/Default,NPC/Class_A/210009,512,512,512×512,11
NPC/Class_A/210009/Default,NPC/Class_A/210009,256,256,256×256,5
NPC/Class_A/210009/Default,NPC/Class_A/210009,128,128,128×128,1
NPC/Class_A/210009/Default,NPC/Class_A/210009,64,64,64×64,1
NPC/Class_A/210010/Default,NPC/Class_A/210010,2048,2048,2048×2048,3
NPC/Class_A/210010/Default,NPC/Class_A/210010,1024,1024,1024×1024,10
NPC/Class_A/210010/Default,NPC/Class_A/210010,512,512,512×512,11
NPC/Class_A/210010/Default,NPC/Class_A/210010,256,256,256×256,6
NPC/Class_A/210010/Default,NPC/Class_A/210010,128,128,128×128,1
NPC/Class_A/210010/Default,NPC/Class_A/210010,64,64,64×64,1
NPC/Class_A/210011/Default,NPC/Class_A/210011,2048,2048,2048×2048,5
NPC/Class_A/210011/Default,NPC/Class_A/210011,1024,1024,1024×1024,9
NPC/Class_A/210011/Default,NPC/Class_A/210011,512,512,512×512,8
NPC/Class_A/210011/Default,NPC/Class_A/210011,256,256,256×256,3
NPC/Class_A/210011/Default,NPC/Class_A/210011,128,128,128×128,1
NPC/Class_A/210011/Default,NPC/Class_A/210011,64,64,64×64,1
NPC/Class_A/210012/Default,NPC/Class_A/210012,2048,2048,2048×2048,5
NPC/Class_A/210012/Default,NPC/Class_A/210012,1024,1024,1024×1024,9
NPC/Class_A/210012/Default,NPC/Class_A/210012,512,512,512×512,8
NPC/Class_A/210012/Default,NPC/Class_A/210012,256,256,256×256,3
NPC/Class_A/210012/Default,NPC/Class_A/210012,128,128,128×128,1
NPC/Class_A/210012/Default,NPC/Class_A/210012,64,64,64×64,1
NPC/Class_A/210013/Default,NPC/Class_A/210013,2048,2048,2048×2048,3
NPC/Class_A/210013/Default,NPC/Class_A/210013,1024,1024,1024×1024,9
NPC/Class_A/210013/Default,NPC/Class_A/210013,512,512,512×512,9
NPC/Class_A/210013/Default,NPC/Class_A/210013,256,256,256×256,3
NPC/Class_A/210013/Default,NPC/Class_A/210013,128,128,128×128,1
NPC/Class_A/210013/Default,NPC/Class_A/210013,64,64,64×64,1
NPC/Class_A/210013/Default,NPC/Class_A/210013,1,1,1×1,1
NPC/Class_A/210014/Default,NPC/Class_A/210014,2048,2048,2048×2048,5
NPC/Class_A/210014/Default,NPC/Class_A/210014,1024,1024,1024×1024,10
NPC/Class_A/210014/Default,NPC/Class_A/210014,512,512,512×512,12
NPC/Class_A/210014/Default,NPC/Class_A/210014,256,256,256×256,4
NPC/Class_A/210014/Default,NPC/Class_A/210014,128,128,128×128,2
NPC/Class_A/210014/Default,NPC/Class_A/210014,64,64,64×64,1
NPC/Class_A/210015/Default,NPC/Class_A/210015,2048,2048,2048×2048,5
NPC/Class_A/210015/Default,NPC/Class_A/210015,1024,1024,1024×1024,10
NPC/Class_A/210015/Default,NPC/Class_A/210015,512,512,512×512,11
NPC/Class_A/210015/Default,NPC/Class_A/210015,256,256,256×256,4
NPC/Class_A/210015/Default,NPC/Class_A/210015,128,128,128×128,2
NPC/Class_A/210015/Default,NPC/Class_A/210015,64,64,64×64,1
NPC/Class_A/210016/Default,NPC/Class_A/210016,2048,2048,2048×2048,3
NPC/Class_A/210016/Default,NPC/Class_A/210016,1024,1024,1024×1024,14
NPC/Class_A/210016/Default,NPC/Class_A/210016,512,512,512×512,10
NPC/Class_A/210016/Default,NPC/Class_A/210016,256,256,256×256,5
NPC/Class_A/210016/Default,NPC/Class_A/210016,128,128,128×128,1
NPC/Class_A/210016/Default,NPC/Class_A/210016,64,64,64×64,1
NPC/Class_A/210017/Default,NPC/Class_A/210017,2048,2048,2048×2048,5
NPC/Class_A/210017/Default,NPC/Class_A/210017,1024,1024,1024×1024,9
NPC/Class_A/210017/Default,NPC/Class_A/210017,512,512,512×512,8
NPC/Class_A/210017/Default,NPC/Class_A/210017,256,256,256×256,3
NPC/Class_A/210017/Default,NPC/Class_A/210017,128,128,128×128,1
NPC/Class_A/210017/Default,NPC/Class_A/210017,64,64,64×64,1
NPC/Class_A/210018/Default,NPC/Class_A/210018,2048,2048,2048×2048,4
NPC/Class_A/210018/Default,NPC/Class_A/210018,1024,1024,1024×1024,4
NPC/Class_A/210019/Default,NPC/Class_A/210019,2048,2048,2048×2048,5
NPC/Class_A/210019/Default,NPC/Class_A/210019,1024,1024,1024×1024,8
NPC/Class_A/210019/Default,NPC/Class_A/210019,512,512,512×512,12
NPC/Class_A/210019/Default,NPC/Class_A/210019,256,256,256×256,4
NPC/Class_A/210019/Default,NPC/Class_A/210019,128,128,128×128,2
NPC/Class_A/210019/Default,NPC/Class_A/210019,64,64,64×64,1
NPC/Class_A/210020/Default,NPC/Class_A/210020,2048,2048,2048×2048,3
NPC/Class_A/210020/Default,NPC/Class_A/210020,1024,1024,1024×1024,10
NPC/Class_A/210020/Default,NPC/Class_A/210020,512,512,512×512,14
NPC/Class_A/210020/Default,NPC/Class_A/210020,256,256,256×256,6
NPC/Class_A/210020/Default,NPC/Class_A/210020,128,128,128×128,2
NPC/Class_A/210020/Default,NPC/Class_A/210020,64,64,64×64,1
NPC/Class_A/210021/Default,NPC/Class_A/210021,2048,2048,2048×2048,3
NPC/Class_A/210021/Default,NPC/Class_A/210021,1024,1024,1024×1024,10
NPC/Class_A/210021/Default,NPC/Class_A/210021,512,512,512×512,14
NPC/Class_A/210021/Default,NPC/Class_A/210021,256,256,256×256,9
NPC/Class_A/210021/Default,NPC/Class_A/210021,128,128,128×128,1
NPC/Class_A/210021/Default,NPC/Class_A/210021,64,64,64×64,1
NPC/Class_A/210022/Default,NPC/Class_A/210022,2048,2048,2048×2048,6
NPC/Class_A/210022/Default,NPC/Class_A/210022,1024,1024,1024×1024,10
NPC/Class_A/210022/Default,NPC/Class_A/210022,512,512,512×512,12
NPC/Class_A/210022/Default,NPC/Class_A/210022,256,256,256×256,3
NPC/Class_A/210022/Default,NPC/Class_A/210022,128,128,128×128,1
NPC/Class_A/210022/Default,NPC/Class_A/210022,64,64,64×64,1
NPC/Class_A/210023/Default,NPC/Class_A/210023,2048,2048,2048×2048,3
NPC/Class_A/210023/Default,NPC/Class_A/210023,1024,1024,1024×1024,12
NPC/Class_A/210023/Default,NPC/Class_A/210023,512,512,512×512,13
NPC/Class_A/210023/Default,NPC/Class_A/210023,256,256,256×256,6
NPC/Class_A/210023/Default,NPC/Class_A/210023,128,128,128×128,2
NPC/Class_A/210023/Default,NPC/Class_A/210023,64,64,64×64,1
NPC/Class_A/210024/Default,NPC/Class_A/210024,2048,2048,2048×2048,5
NPC/Class_A/210024/Default,NPC/Class_A/210024,1024,1024,1024×1024,8
NPC/Class_A/210024/Default,NPC/Class_A/210024,512,512,512×512,9
NPC/Class_A/210024/Default,NPC/Class_A/210024,256,256,256×256,3
NPC/Class_A/210024/Default,NPC/Class_A/210024,128,128,128×128,1
NPC/Class_A/210024/Default,NPC/Class_A/210024,64,64,64×64,1
NPC/Class_A/210025/Default,NPC/Class_A/210025,2048,2048,2048×2048,3
NPC/Class_A/210025/Default,NPC/Class_A/210025,1024,1024,1024×1024,11
NPC/Class_A/210025/Default,NPC/Class_A/210025,512,512,512×512,11
NPC/Class_A/210025/Default,NPC/Class_A/210025,256,256,256×256,5
NPC/Class_A/210025/Default,NPC/Class_A/210025,128,128,128×128,1
NPC/Class_A/210025/Default,NPC/Class_A/210025,64,64,64×64,1
NPC/Class_A/210026/Default,NPC/Class_A/210026,2048,2048,2048×2048,3
NPC/Class_A/210026/Default,NPC/Class_A/210026,1024,1024,1024×1024,11
NPC/Class_A/210026/Default,NPC/Class_A/210026,512,512,512×512,10
NPC/Class_A/210026/Default,NPC/Class_A/210026,256,256,256×256,5
NPC/Class_A/210026/Default,NPC/Class_A/210026,128,128,128×128,1
NPC/Class_A/210026/Default,NPC/Class_A/210026,64,64,64×64,1
NPC/Class_A/210027/Default,NPC/Class_A/210027,2048,2048,2048×2048,3
NPC/Class_A/210027/Default,NPC/Class_A/210027,1024,1024,1024×1024,11
NPC/Class_A/210027/Default,NPC/Class_A/210027,512,512,512×512,12
NPC/Class_A/210027/Default,NPC/Class_A/210027,256,256,256×256,5
NPC/Class_A/210027/Default,NPC/Class_A/210027,128,128,128×128,1
NPC/Class_A/210027/Default,NPC/Class_A/210027,64,64,64×64,1
NPC/Class_A/210028/Default,NPC/Class_A/210028,2048,2048,2048×2048,3
NPC/Class_A/210028/Default,NPC/Class_A/210028,1024,1024,1024×1024,10
NPC/Class_A/210028/Default,NPC/Class_A/210028,512,512,512×512,14
NPC/Class_A/210028/Default,NPC/Class_A/210028,256,256,256×256,7
NPC/Class_A/210028/Default,NPC/Class_A/210028,128,128,128×128,1
NPC/Class_A/210028/Default,NPC/Class_A/210028,64,64,64×64,1
NPC/Class_A/210029/Default,NPC/Class_A/210029,2048,2048,2048×2048,3
NPC/Class_A/210029/Default,NPC/Class_A/210029,1024,1024,1024×1024,11
NPC/Class_A/210029/Default,NPC/Class_A/210029,512,512,512×512,11
NPC/Class_A/210029/Default,NPC/Class_A/210029,256,256,256×256,5
NPC/Class_A/210029/Default,NPC/Class_A/210029,128,128,128×128,1
NPC/Class_A/210029/Default,NPC/Class_A/210029,64,64,64×64,1
NPC/Class_A/210030/Default,NPC/Class_A/210030,2048,2048,2048×2048,3
NPC/Class_A/210030/Default,NPC/Class_A/210030,1024,1024,1024×1024,11
NPC/Class_A/210030/Default,NPC/Class_A/210030,512,512,512×512,12
NPC/Class_A/210030/Default,NPC/Class_A/210030,256,256,256×256,6
NPC/Class_A/210030/Default,NPC/Class_A/210030,128,128,128×128,1
NPC/Class_A/210030/Default,NPC/Class_A/210030,64,64,64×64,1
NPC/Class_A/210031/Default,NPC/Class_A/210031,2048,2048,2048×2048,3
NPC/Class_A/210031/Default,NPC/Class_A/210031,1024,1024,1024×1024,9
NPC/Class_A/210031/Default,NPC/Class_A/210031,512,512,512×512,11
NPC/Class_A/210031/Default,NPC/Class_A/210031,256,256,256×256,6
NPC/Class_A/210031/Default,NPC/Class_A/210031,128,128,128×128,2
NPC/Class_A/210031/Default,NPC/Class_A/210031,64,64,64×64,2
NPC/Class_A/210031/Default,NPC/Class_A/210031,1,1,1×1,1
NPC/Class_A/210032/Default,NPC/Class_A/210032,2048,2048,2048×2048,3
NPC/Class_A/210032/Default,NPC/Class_A/210032,1024,1024,1024×1024,11
NPC/Class_A/210032/Default,NPC/Class_A/210032,512,512,512×512,9
NPC/Class_A/210032/Default,NPC/Class_A/210032,256,256,256×256,3
NPC/Class_A/210032/Default,NPC/Class_A/210032,128,128,128×128,1
NPC/Class_A/210032/Default,NPC/Class_A/210032,64,64,64×64,1
NPC/Class_A/210032/Default,NPC/Class_A/210032,1,1,1×1,1
NPC/Class_A/210033/Default,NPC/Class_A/210033,2048,2048,2048×2048,5
NPC/Class_A/210033/Default,NPC/Class_A/210033,1024,1024,1024×1024,10
NPC/Class_A/210033/Default,NPC/Class_A/210033,512,512,512×512,8
NPC/Class_A/210033/Default,NPC/Class_A/210033,256,256,256×256,3
NPC/Class_A/210033/Default,NPC/Class_A/210033,128,128,128×128,1
NPC/Class_A/210033/Default,NPC/Class_A/210033,64,64,64×64,1
NPC/Class_A/210034/Default,NPC/Class_A/210034,2048,2048,2048×2048,3
NPC/Class_A/210034/Default,NPC/Class_A/210034,1024,1024,1024×1024,10
NPC/Class_A/210034/Default,NPC/Class_A/210034,512,512,512×512,13
NPC/Class_A/210034/Default,NPC/Class_A/210034,256,256,256×256,8
NPC/Class_A/210034/Default,NPC/Class_A/210034,128,128,128×128,2
NPC/Class_A/210034/Default,NPC/Class_A/210034,64,64,64×64,1
NPC/Class_A/210035/Default,NPC/Class_A/210035,2048,2048,2048×2048,3
NPC/Class_A/210035/Default,NPC/Class_A/210035,1024,1024,1024×1024,11
NPC/Class_A/210035/Default,NPC/Class_A/210035,512,512,512×512,12
NPC/Class_A/210035/Default,NPC/Class_A/210035,256,256,256×256,6
NPC/Class_A/210035/Default,NPC/Class_A/210035,128,128,128×128,2
NPC/Class_A/210035/Default,NPC/Class_A/210035,64,64,64×64,1
NPC/Class_A/210036/Default,NPC/Class_A/210036,2048,2048,2048×2048,3
NPC/Class_A/210036/Default,NPC/Class_A/210036,1024,1024,1024×1024,11
NPC/Class_A/210036/Default,NPC/Class_A/210036,512,512,512×512,13
NPC/Class_A/210036/Default,NPC/Class_A/210036,256,256,256×256,6
NPC/Class_A/210036/Default,NPC/Class_A/210036,128,128,128×128,2
NPC/Class_A/210036/Default,NPC/Class_A/210036,64,64,64×64,1
NPC/Class_A/210037/Default,NPC/Class_A/210037,2048,2048,2048×2048,3
NPC/Class_A/210037/Default,NPC/Class_A/210037,1024,1024,1024×1024,11
NPC/Class_A/210037/Default,NPC/Class_A/210037,512,512,512×512,11
NPC/Class_A/210037/Default,NPC/Class_A/210037,256,256,256×256,5
NPC/Class_A/210037/Default,NPC/Class_A/210037,128,128,128×128,1
NPC/Class_A/210037/Default,NPC/Class_A/210037,64,64,64×64,1
NPC/Class_A/210038/Default,NPC/Class_A/210038,2048,2048,2048×2048,3
NPC/Class_A/210038/Default,NPC/Class_A/210038,1024,1024,1024×1024,10
NPC/Class_A/210038/Default,NPC/Class_A/210038,512,512,512×512,14
NPC/Class_A/210038/Default,NPC/Class_A/210038,256,256,256×256,7
NPC/Class_A/210038/Default,NPC/Class_A/210038,128,128,128×128,2
NPC/Class_A/210038/Default,NPC/Class_A/210038,64,64,64×64,1
NPC/Class_A/210039/Default,NPC/Class_A/210039,2048,2048,2048×2048,3
