scope,key,logical_character_id,assembly_group,type_or_category,name,visual_variant,state,is_primary,role_mesh_count,weapon_mesh_count,role_weapon_mesh_count,pet_mesh_count,summon_mesh_count,prop_mesh_count,incar_mesh_count,mesh_count_total,lod0_role_triangle_count,lod0_role_weapon_triangle_count,lod0_pet_triangle_count,lod0_summon_triangle_count,lod0_prop_triangle_count,lod0_incar_triangle_count,lod0_role_bone_count,lod0_role_weapon_bone_count,lod0_pet_bone_count,lod0_summon_bone_count,lod0_prop_bone_count,lod0_incar_bone_count,role_reference_bone_count,role_weapon_reference_bone_count,animation_count_core,animation_count_all,animation_total_seconds_core,animation_total_seconds_all,texture_count,texture_cube_count,maximum_lod_count,notes
character_bundle,NPC/Class_A/203017/Default,NPC/Class_A/203017,main,NPC,203017,Default,Default,True,1,0,1,0,0,0,0,1,4614,4614,0,0,0,0,79,79,0,0,0,0,90,90,2,4,0.066667,32.591666,6,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/203018/Default,NPC/Class_A/203018,main,NPC,203018,Default,Default,True,1,0,1,0,0,0,0,1,7756,7756,0,0,0,0,78,78,0,0,0,0,90,90,0,0,0.0,0.0,4,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210001/Default,NPC/Class_A/210001,main,NPC,210001,Default,Default,True,4,0,4,0,0,0,0,4,20786,20786,0,0,0,0,139,139,0,0,0,0,217,217,41,76,3.033333,154.7,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210002/Default,NPC/Class_A/210002,main,NPC,210002,Default,Default,True,4,0,4,0,0,0,0,4,30258,30258,0,0,0,0,161,161,0,0,0,0,325,325,53,105,12.0,193.5,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210003/Default,NPC/Class_A/210003,main,NPC,210003,Default,Default,True,3,0,3,0,0,0,0,3,21722,21722,0,0,0,0,110,110,0,0,0,0,246,246,35,85,1.166667,140.6,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210004/Default,NPC/Class_A/210004,main,NPC,210004,Default,Default,True,4,0,4,0,0,0,0,4,24725,24725,0,0,0,0,92,92,0,0,0,0,233,233,41,78,1.666667,182.83333,39,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210005/Default,NPC/Class_A/210005,main,NPC,210005,Default,Default,True,4,0,4,0,0,0,0,4,25453,25453,0,0,0,0,108,108,0,0,0,0,202,202,1,90,0.033333,320.233334,38,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210006/Default,NPC/Class_A/210006,main,NPC,210006,Default,Default,True,3,0,3,0,0,0,0,3,28691,28691,0,0,0,0,152,152,0,0,0,0,242,242,0,45,0.0,249.566666,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210007/Default,NPC/Class_A/210007,main,NPC,210007,Default,Default,True,4,0,4,0,0,0,0,4,25778,25778,0,0,0,0,136,136,0,0,0,0,276,276,41,112,1.366667,264.366667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210008/Default,NPC/Class_A/210008,main,NPC,210008,Default,Default,True,4,0,4,0,0,0,0,4,29112,29112,0,0,0,0,140,140,0,0,0,0,254,254,0,120,0.0,378.133334,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210009/Default,NPC/Class_A/210009,main,NPC,210009,Default,Default,True,3,0,3,0,0,0,0,3,23375,23375,0,0,0,0,114,114,0,0,0,0,221,221,41,68,1.366667,94.199999,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210010/Default,NPC/Class_A/210010,main,NPC,210010,Default,Default,True,3,0,3,0,0,0,0,3,21183,21183,0,0,0,0,124,124,0,0,0,0,236,236,0,38,0.0,146.7,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210011/Default,NPC/Class_A/210011,main,NPC,210011,Default,Default,True,3,0,3,0,0,0,0,3,35783,35783,0,0,0,0,113,113,0,0,0,0,206,206,0,45,0.0,233.266668,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210012/Default,NPC/Class_A/210012,main,NPC,210012,Default,Default,True,3,0,3,0,0,0,0,3,35719,35719,0,0,0,0,113,113,0,0,0,0,206,206,1,35,2.0,190.349999,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210013/Default,NPC/Class_A/210013,main,NPC,210013,Default,Default,True,3,0,3,0,0,0,0,3,42290,42290,0,0,0,0,108,108,0,0,0,0,191,191,16,113,36.933333,479.733331,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210014/Default,NPC/Class_A/210014,main,NPC,210014,Default,Default,True,4,0,4,0,0,0,0,4,40572,40572,0,0,0,0,114,114,0,0,0,0,241,241,0,54,0.0,139.733333,34,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210015/Default,NPC/Class_A/210015,main,NPC,210015,Default,Default,True,4,0,4,0,0,0,0,4,40820,40820,0,0,0,0,114,114,0,0,0,0,202,202,0,35,0.0,118.033334,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210016/Default,NPC/Class_A/210016,main,NPC,210016,Default,Default,True,3,0,3,0,0,0,0,3,24811,24811,0,0,0,0,113,113,0,0,0,0,244,244,0,42,0.0,171.633332,34,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210017/Default,NPC/Class_A/210017,main,NPC,210017,Default,Default,True,3,0,3,0,0,0,0,3,35783,35783,0,0,0,0,114,114,0,0,0,0,207,207,1,36,2.0,110.600001,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210018/Default,NPC/Class_A/210018,main,NPC,210018,Default,Default,True,1,0,1,0,0,0,0,1,49255,49255,0,0,0,0,130,130,0,0,0,0,190,190,3,18,1.8,95.533333,8,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210019/Default,NPC/Class_A/210019,main,NPC,210019,Default,Default,True,4,0,4,0,0,0,0,4,40572,40572,0,0,0,0,116,116,0,0,0,0,241,241,0,27,0.0,130.300001,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210020/Default,NPC/Class_A/210020,main,NPC,210020,Default,Default,True,4,0,4,0,0,0,0,4,22695,22695,0,0,0,0,104,104,0,0,0,0,195,195,138,138,158.666669,158.666669,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210021/Default,NPC/Class_A/210021,main,NPC,210021,Default,Default,True,4,0,4,0,0,0,0,4,23924,23924,0,0,0,0,132,132,0,0,0,0,237,237,0,5,0.0,36.066667,38,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210022/Default,NPC/Class_A/210022,main,NPC,210022,Default,Default,True,3,0,3,0,0,0,0,3,28203,28203,0,0,0,0,147,147,0,0,0,0,264,264,4,52,18.333334,183.733334,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210023/Default,NPC/Class_A/210023,main,NPC,210023,Default,Default,True,4,0,4,0,0,0,0,4,32295,32295,0,0,0,0,142,142,0,0,0,0,285,285,0,2,0.0,4.433333,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210024/Default,NPC/Class_A/210024,main,NPC,210024,Default,Default,True,3,0,3,0,0,0,0,3,39243,39243,0,0,0,0,122,122,0,0,0,0,208,208,0,12,0.0,45.366667,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210025/Default,NPC/Class_A/210025,main,NPC,210025,Default,Default,True,3,0,3,0,0,0,0,3,25741,25741,0,0,0,0,140,140,0,0,0,0,249,249,0,188,0.0,921.933335,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210026/Default,NPC/Class_A/210026,main,NPC,210026,Default,Default,True,3,0,3,0,0,0,0,3,24207,24207,0,0,0,0,131,131,0,0,0,0,292,292,1,53,31.333334,319.733334,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210027/Default,NPC/Class_A/210027,main,NPC,210027,Default,Default,True,3,0,3,0,0,0,0,3,24527,24527,0,0,0,0,103,103,0,0,0,0,223,223,2,15,0.066667,34.566667,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210028/Default,NPC/Class_A/210028,main,NPC,210028,Default,Default,True,4,0,4,0,0,0,0,4,21523,21523,0,0,0,0,126,126,0,0,0,0,236,236,0,30,0.0,102.133335,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210029/Default,NPC/Class_A/210029,main,NPC,210029,Default,Default,True,3,0,3,0,0,0,0,3,23034,23034,0,0,0,0,136,136,0,0,0,0,260,260,0,21,0.0,93.766667,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210030/Default,NPC/Class_A/210030,main,NPC,210030,Default,Default,True,3,0,3,0,0,0,0,3,21643,21643,0,0,0,0,124,124,0,0,0,0,256,256,0,3,0.0,8.6,34,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210031/Default,NPC/Class_A/210031,main,NPC,210031,Default,Default,True,3,0,3,0,0,0,0,3,39518,39518,0,0,0,0,108,108,0,0,0,0,191,191,2,2,0.066667,0.066667,34,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210032/Default,NPC/Class_A/210032,main,NPC,210032,Default,Default,True,3,0,3,0,0,0,0,3,32471,32471,0,0,0,0,113,113,0,0,0,0,191,191,0,24,0.0,162.400002,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210033/Default,NPC/Class_A/210033,main,NPC,210033,Default,Default,True,3,0,3,0,0,0,0,3,34848,34848,0,0,0,0,113,113,0,0,0,0,228,228,0,28,0.0,143.5,28,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210034/Default,NPC/Class_A/210034,main,NPC,210034,Default,Default,True,4,0,4,0,0,0,0,4,32855,32855,0,0,0,0,142,142,0,0,0,0,286,286,0,117,0.0,714.266669,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210035/Default,NPC/Class_A/210035,main,NPC,210035,Default,Default,True,4,0,4,0,0,0,0,4,35495,35495,0,0,0,0,163,163,0,0,0,0,319,319,11,77,0.366667,177.966666,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210036/Default,NPC/Class_A/210036,main,NPC,210036,Default,Default,True,4,0,4,0,0,0,0,4,30718,30718,0,0,0,0,123,123,0,0,0,0,236,236,0,0,0.0,0.0,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210037/Default,NPC/Class_A/210037,main,NPC,210037,Default,Default,True,3,0,3,0,0,0,0,3,23539,23539,0,0,0,0,104,104,0,0,0,0,201,201,10,14,0.333333,10.966667,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210038/Default,NPC/Class_A/210038,main,NPC,210038,Default,Default,True,4,0,4,0,0,0,0,4,28757,28757,0,0,0,0,140,140,0,0,0,0,266,266,11,14,43.766667,51.266667,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210039/Default,NPC/Class_A/210039,main,NPC,210039,Default,Default,True,4,0,4,0,0,0,0,4,24344,24344,0,0,0,0,117,117,0,0,0,0,209,209,2,2,0.066667,0.066667,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210040/Default,NPC/Class_A/210040,main,NPC,210040,Default,Default,True,3,0,3,0,0,0,0,3,21903,21903,0,0,0,0,113,113,0,0,0,0,240,240,10,13,0.333333,10.933333,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210041/Default,NPC/Class_A/210041,main,NPC,210041,Default,Default,True,3,0,3,0,0,0,0,3,42538,42538,0,0,0,0,106,106,0,0,0,0,223,223,35,35,1.166667,1.166667,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210042/Default,NPC/Class_A/210042,main,NPC,210042,Default,Default,True,3,0,3,0,0,0,0,3,21757,21757,0,0,0,0,113,113,0,0,0,0,221,221,43,43,1.766667,1.766667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210043/Default,NPC/Class_A/210043,main,NPC,210043,Default,Default,True,3,0,3,0,0,0,0,3,26487,26487,0,0,0,0,104,104,0,0,0,0,190,190,35,35,1.166667,1.166667,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210044/Default,NPC/Class_A/210044,main,NPC,210044,Default,Default,True,3,0,3,0,0,0,0,3,40174,40174,0,0,0,0,106,106,0,0,0,0,191,191,0,9,0.0,44.866667,24,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210045/Default,NPC/Class_A/210045,main,NPC,210045,Default,Default,True,4,0,4,0,0,0,0,4,24207,24207,0,0,0,0,132,132,0,0,0,0,258,258,2,8,0.066667,27.566667,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210046/Default,NPC/Class_A/210046,main,NPC,210046,Default,Default,True,4,0,4,0,0,0,0,4,24187,24187,0,0,0,0,160,160,0,0,0,0,346,346,36,45,1.2,29.233334,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210047/Default,NPC/Class_A/210047,main,NPC,210047,Default,Default,True,4,0,4,0,0,0,0,4,34470,34470,0,0,0,0,184,184,0,0,0,0,387,387,3,3,0.1,0.1,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210048/Default,NPC/Class_A/210048,main,NPC,210048,Default,Default,True,4,0,4,0,0,0,0,4,28800,28800,0,0,0,0,160,160,0,0,0,0,352,352,0,10,0.0,30.066667,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210049/Default,NPC/Class_A/210049,main,NPC,210049,Default,Default,True,4,0,4,0,0,0,0,4,20310,20310,0,0,0,0,119,119,0,0,0,0,214,214,2,2,0.066667,0.066667,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210050/Default,NPC/Class_A/210050,main,NPC,210050,Default,Default,True,4,0,4,0,0,0,0,4,29893,29893,0,0,0,0,143,143,0,0,0,0,267,267,2,15,54.666666,106.033333,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210051/Default,NPC/Class_A/210051,main,NPC,210051,Default,Default,True,3,0,3,0,0,0,0,3,24023,24023,0,0,0,0,114,114,0,0,0,0,242,242,35,35,1.166667,1.166667,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210052/Default,NPC/Class_A/210052,main,NPC,210052,Default,Default,True,3,0,3,0,0,0,0,3,22819,22819,0,0,0,0,133,133,0,0,0,0,240,240,1,10,0.033333,52.866668,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210053/Default,NPC/Class_A/210053,main,NPC,210053,Default,Default,True,4,0,4,0,0,0,0,4,22621,22621,0,0,0,0,134,134,0,0,0,0,291,291,2,8,0.066667,27.566667,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210054/Default,NPC/Class_A/210054,main,NPC,210054,Default,Default,True,3,0,3,0,0,0,0,3,24785,24785,0,0,0,0,112,112,0,0,0,0,239,239,2,2,0.066667,0.066667,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210055/Default,NPC/Class_A/210055,main,NPC,210055,Default,Default,True,3,0,3,0,0,0,0,3,29090,29090,0,0,0,0,123,123,0,0,0,0,234,234,1,69,27.866667,249.899999,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210056/Default,NPC/Class_A/210056,main,NPC,210056,Default,Default,True,3,0,3,0,0,0,0,3,34688,34688,0,0,0,0,163,163,0,0,0,0,313,313,0,0,0.0,0.0,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210057/Default,NPC/Class_A/210057,main,NPC,210057,Default,Default,True,3,0,3,0,0,0,0,3,22404,22404,0,0,0,0,112,112,0,0,0,0,191,191,2,2,0.066667,0.066667,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210058/Default,NPC/Class_A/210058,main,NPC,210058,Default,Default,True,4,0,4,0,0,0,0,4,40108,40108,0,0,0,0,114,114,0,0,0,0,241,241,0,21,0.0,86.766667,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210059/Default,NPC/Class_A/210059,main,NPC,210059,Default,Default,True,1,0,1,0,0,0,0,1,49255,49255,0,0,0,0,130,130,0,0,0,0,190,190,2,2,0.066667,0.066667,10,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210060/Default,NPC/Class_A/210060,main,NPC,210060,Default,Default,True,3,0,3,0,0,0,0,3,20500,20500,0,0,0,0,111,111,0,0,0,0,203,203,2,10,0.066667,23.300001,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210061/Default,NPC/Class_A/210061,main,NPC,210061,Default,Default,True,4,0,4,0,0,0,0,4,24687,24687,0,0,0,0,126,126,0,0,0,0,207,207,42,42,3.733333,3.733333,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210062/Default,NPC/Class_A/210062,main,NPC,210062,Default,Default,True,3,0,3,0,0,0,0,3,27159,27159,0,0,0,0,148,148,0,0,0,0,315,315,2,2,0.066667,0.066667,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210063/Default,NPC/Class_A/210063,main,NPC,210063,Default,Default,True,4,0,4,0,0,0,0,4,32918,32918,0,0,0,0,142,142,0,0,0,0,297,297,43,43,1.433333,1.433333,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210064/Default,NPC/Class_A/210064,main,NPC,210064,Default,Default,True,4,0,4,0,0,0,0,4,37430,37430,0,0,0,0,121,121,0,0,0,0,230,230,0,1,0.0,5.366667,24,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210065/Default,NPC/Class_A/210065,main,NPC,210065,Default,Default,True,4,0,4,0,0,0,0,4,31904,31904,0,0,0,0,142,142,0,0,0,0,288,288,3,72,34.3,260.166665,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210066/Default,NPC/Class_A/210066,main,NPC,210066,Default,Default,True,4,0,4,0,0,0,0,4,26416,26416,0,0,0,0,140,140,0,0,0,0,257,257,6,6,37.400001,37.400001,37,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210067/Default,NPC/Class_A/210067,main,NPC,210067,Default,Default,True,3,0,3,0,0,0,0,3,24525,24525,0,0,0,0,137,137,0,0,0,0,249,249,0,17,0.0,80.7,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210068/Default,NPC/Class_A/210068,main,NPC,210068,Default,Default,True,3,0,3,0,0,0,0,3,25521,25521,0,0,0,0,120,120,0,0,0,0,237,237,2,9,0.066667,10.433333,30,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210069/Default,NPC/Class_A/210069,main,NPC,210069,Default,Default,True,3,0,3,0,0,0,0,3,39518,39518,0,0,0,0,106,106,0,0,0,0,189,189,2,2,0.066667,0.066667,24,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210070/Default,NPC/Class_A/210070,main,NPC,210070,Default,Default,True,3,0,3,0,0,0,0,3,26082,26082,0,0,0,0,112,112,0,0,0,0,213,213,0,0,0.0,0.0,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210071/Default,NPC/Class_A/210071,main,NPC,210071,Default,Default,True,3,0,3,0,0,0,0,3,25910,25910,0,0,0,0,112,112,0,0,0,0,206,206,0,0,0.0,0.0,30,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210072/Default,NPC/Class_A/210072,main,NPC,210072,Default,Default,True,4,0,4,0,0,0,0,4,33732,33732,0,0,0,0,179,179,0,0,0,0,354,354,0,11,0.0,30.766667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210073/Default,NPC/Class_A/210073,main,NPC,210073,Default,Default,True,4,0,4,0,0,0,0,4,29561,29561,0,0,0,0,230,230,0,0,0,0,441,441,3,51,20.066667,140.799999,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210074/Default,NPC/Class_A/210074,main,NPC,210074,Default,Default,True,1,0,1,0,0,0,0,1,50452,50452,0,0,0,0,201,201,0,0,0,0,320,320,0,0,0.0,0.0,14,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210075/Default,NPC/Class_A/210075,main,NPC,210075,Default,Default,True,3,0,3,0,0,0,0,3,23256,23256,0,0,0,0,155,155,0,0,0,0,276,276,1,74,25.666666,453.566668,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
