category,texture_path,texture_name,texture_class,width,height,resolution,technical_path
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Base/Textures/T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_N.T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_N,T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Base/Textures/T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_NRM.T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_NRM,T_Gen_BLDN_Wall_Base_D_Archway_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Base/Textures/T_Gen_BLDN_Wall_Base_TexArray_D.T_Gen_BLDN_Wall_Base_TexArray_D,T_Gen_BLDN_Wall_Base_TexArray_D,Texture2DArray,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Base/Textures/T_Gen_BLDN_Wall_Base_TexArray_NRM.T_Gen_BLDN_Wall_Base_TexArray_NRM,T_Gen_BLDN_Wall_Base_TexArray_NRM,Texture2DArray,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_D.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_D,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_MRA.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_MRA,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_N.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_N,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_NRM.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_NRM,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_D.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_D,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_MRA.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_MRA,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_N.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_N,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_NRM.T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_NRM,T_Gen_BLDN_Wall_Brackets_A_Merge_Stone_02_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_D.T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_D,T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_MRA.T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_MRA,T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_MRA,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_N.T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_N,T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Brackets/Textures/T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_NRM.T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_NRM,T_Gen_BLDN_Wall_Brackets_B_Merge_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_D.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_D,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_MRA.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_MRA,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_N.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_N,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_NRM.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_NRM,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_D.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_D,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_MRA.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_MRA,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_N.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_N,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Building/Wall/Gen_BLDN_Wall_Foundation/Textures/T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_NRM.T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_NRM,T_Gen_BLDN_Wall_Foundation_A_Church_Stone_02_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_D.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_D,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_MRA.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_MRA,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_N.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_N,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_NRM.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_NRM,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_D.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_D,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_MRA.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_MRA,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_N.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_N,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_BarContainer/Textures/T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_NRM.T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_NRM,T_Gen_Prop_Bottle_BarContainer_A_Merge_Glass_02_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_Vase02/Texture/T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_D.T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_D,T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_Vase02/Texture/T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_MRA.T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_MRA,T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_Vase02/Texture/T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_N.T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_N,T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_Vase02/Texture/T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_NRM.T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_NRM,T_Gen_Prop_Bottle_Vase02_A_Merge_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_WineBottle/Textures/T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_D.T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_D,T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_D,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_WineBottle/Textures/T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_MRA.T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_MRA,T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_MRA,Texture2D,128,128,128×128,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_WineBottle/Textures/T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_N.T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_N,T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_N,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Bottle/Gen_Prop_Bottle_WineBottle/Textures/T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_NRM.T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_NRM,T_Gen_Prop_Bottle_WineBottle_A_Merge_Glass_01_A_NRM,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_D.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_D,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_MRA.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_MRA,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_N.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_N,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_02_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_D.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_D,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_MRA.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_MRA,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_N.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_N,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Cabinet/Gen_Prop_Cabinet_Bookcase/Textures/T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_NRM.T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_NRM,T_Gen_Prop_Cabinet_Bookcase_A_Merge_Wood_03_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/LOD2/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_DA.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_DA,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_DA,Texture2D,128,128,128×128,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/LOD2/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_NRM.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_NRM,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_LOD2_NRM,Texture2D,128,128,128×128,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_D.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_D,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_D,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_MRA.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_MRA,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_N.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_N,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_N,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Bluechair/Textures/T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_NRM.T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_NRM,T_Gen_Prop_Chair_Bluechair_A_Merge_Wood_01_NRM,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Dining/Textures/T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_DA.T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_DA,T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_DA,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Dining/Textures/T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_MRA.T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_MRA,T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Dining/Textures/T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_N.T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_N,T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_N,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Dining/Textures/T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_NRM.T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_NRM,T_Gen_Prop_Chair_Dining_B_Merge_Wood_03_NRM,Texture2D,512,512,512×512,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Sofa/Textures/T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_D.T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_D,T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Sofa/Textures/T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_MRA.T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_MRA,T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Sofa/Textures/T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_N.T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_N,T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Sofa/Textures/T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_NRM.T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_NRM,T_Gen_Prop_Chair_Sofa_E_Merge_Wood_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/LOD2/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_D.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_D,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_D,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/LOD2/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_NRM.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_NRM,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_LOD2_01_NRM,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_D.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_D,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_MRA.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_MRA,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_N.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_N,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_StoneChair/Textures/T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_NRM.T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_NRM,T_Gen_Prop_Chair_StoneChair_A_Merge_Stone_01_NRM,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/LOD2/T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_D.T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_D,T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_D,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/LOD2/T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_NRM.T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_NRM,T_PD_POI_MidsummerNightsBar_In_A_Carpet_Cloth_01_LOD2_NRM,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_D.T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_D,T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_D,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_MRA.T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_MRA,T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_MRA,Texture2D,256,256,256×256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_N.T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_N,T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_N,Texture2D,1024,1024,1024×1024,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Carpet/Textures/T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_NRM.T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_NRM,T_Gen_Prop_Decorate_Carpet_A_Merge_Wood_01_NRM,Texture2D,1024,1024,1024×1024,false
