category,mesh_path,mesh_name,mesh_class,lod_index,triangle_count,vertex_count
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_01,StaticMesh,5,8,12
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,0,324,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,1,162,324
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,2,96,192
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,3,50,100
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,4,22,44
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_4M_Metal_02,StaticMesh,5,14,28
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,0,1474,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,1,832,909
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,2,466,594
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,3,240,320
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,4,68,100
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_01,StaticMesh,5,22,40
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,0,724,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,1,408,776
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,2,216,443
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,3,112,164
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,4,50,68
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_02,StaticMesh,5,19,27
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,0,1578,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,1,894,1614
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,2,472,882
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,3,266,366
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,4,102,196
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_03,StaticMesh,5,23,37
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,0,822,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,1,450,600
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,2,236,400
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,3,118,228
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,4,58,116
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_04,StaticMesh,5,16,32
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,0,328,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,1,172,308
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,2,94,190
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,3,54,108
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,4,30,60
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_A_Merge_Metal_05,StaticMesh,5,18,36
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,StaticMesh,0,1556,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,StaticMesh,1,1556,1280
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,StaticMesh,2,1556,1280
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,StaticMesh,3,195,287
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_01,StaticMesh,4,124,211
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,StaticMesh,0,1781,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,StaticMesh,1,1781,1446
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,StaticMesh,2,1781,1446
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,StaticMesh,3,223,329
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02.SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,SM_Gen_Prop_Decorate_Balcony_B_Damaged_Metal_02,StaticMesh,4,143,239
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,0,1382,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,1,690,691
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,2,345,416
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,3,345,416
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,4,44,106
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_04,StaticMesh,5,18,46
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,0,588,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,1,834,1310
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,2,578,830
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,3,390,638
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,4,306,538
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05.SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,SM_Gen_Prop_Decorate_Balcony_B_Merge_Metal_05,StaticMesh,5,82,168
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,0,2945,
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,1,134,196
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,2,126,188
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,3,126,188
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,4,74,118
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balcony/Meshes/SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01.SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,SM_PD_PCGBLDN_CommApartment01_Addon_Balcony_Mid_01,StaticMesh,5,24,42
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,0,2420,1607
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,1,1287,937
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,2,612,457
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,3,520,410
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,4,296,276
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_01,StaticMesh,5,236,198
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,0,2420,1603
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,1,1287,937
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,2,612,457
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,3,518,414
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,4,296,276
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_02,StaticMesh,5,96,144
其他,SilverPalace/Content/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Balloon/Meshes/SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_03.SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_03,SM_Gen_Prop_Decorate_Balloon_A_Merge_Wood_03,StaticMesh,0,607,451
